rank,sentence,pinyin,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score
677,为什么呢？,Wèishénme ne?,Why?,181,22.3,99.9,10.0,45,71.27
678,什么问题？,Shénme wèntí?,What's the problem?,179,22.3,99.9,10.0,81,71.27
679,我们就是,Wǒmen jiùshì,We are.,656,22.3,99.9,10.0,31,71.27
680,还有一个,Hái yǒu yīgè,There's another one.,1575,22.3,99.9,10.0,37,71.27
681,请过来,Qǐng guòlái,Please come over.,905,17.8,99.8,16.7,29,71.27
682,看到什么？,Kàn dào shénme?,What do you see?,1043,22.3,99.9,10.0,78,71.26
683,还有这个,Hái yǒu zhège,And this.,1343,22.3,99.9,10.0,37,71.26
684,喝点什么？,Hē diǎn shénme?,What would you like to drink?,1681,22.3,99.9,10.0,88,71.26
685,快出去,Kuài chūqù,Get out!,278,17.8,99.8,16.7,25,71.26
686,没有问题,Méiyǒu wèntí,No problem.,690,22.3,99.9,10.0,81,71.26
687,快点起来,Kuài diǎn qǐlái,Get up quickly.,1643,22.3,99.9,10.0,63,71.26
688,那个时候,Nàge shíhòu,At that time.,995,22.3,99.9,10.0,35,71.26
689,现在开始,Xiàn zài kāi shǐ,Start now.,2836,22.3,99.9,10.0,76,71.26
690,回家去,Huí jiā qù,Go home.,1453,17.8,99.8,16.7,25,71.26
691,还有这里,Hái yǒu zhèli,And here.,1562,22.3,99.9,10.0,37,71.26
692,他怎么样？,Tā zěnmeyàng?,How is he?,731,22.3,99.9,10.0,48,71.26
693,我们只是,Wǒmen zhǐshì,We are just.,890,22.3,99.9,10.0,31,71.26
694,就是这个,Jiù shì zhè ge,It's this one.,2186,22.3,99.9,10.0,35,71.26
695,就是现在,Jiùshì xiànzài,It's now!,683,22.3,99.9,10.0,35,71.26
696,会怎么样？,Huì zěnmeyàng?,What will happen?,746,22.3,99.9,10.0,32,71.26
697,我要离开,Wǒ yào líkāi,I'm leaving.,1753,22.3,99.9,10.0,31,71.26
698,那怎么样？,Nà zěnmeyàng?,How about that?,733,22.3,99.9,10.0,35,71.26
699,就是这里,Jiùshì zhèli,This is the place.,778,22.3,99.9,10.0,35,71.25
700,别说话,Bié shuō huà,Don't speak.,714,17.8,99.8,16.7,2,71.25
701,回去吧,Huí qù ba,Go back.,1283,17.8,99.8,16.7,25,71.25
702,有火吗？,Yǒu huǒ ma?,Do you have a light?,1942,17.8,99.8,16.7,22,71.25
703,怎么样呢？,Zěnmeyàng ne?,How about that?,734,22.3,99.9,10.0,45,71.25
704,还有时间,Hái yǒu shíjiān,There's still time.,1838,22.3,99.9,10.0,37,71.25
705,别骗我,Bié piàn wǒ,Don't lie to me.,927,17.8,99.8,16.7,2,71.24
706,为什么问？,Wèishénme wèn?,Why ask?,227,22.3,99.9,10.0,81,71.24
707,快下去,Kuài xià qù,Get down!,594,17.8,99.8,16.7,25,71.24
708,小心啊,Xiǎoxīn a,Watch out!,265,17.8,99.8,16.7,27,71.24
709,快点过来,Kuài diǎn guò lái,Come here quickly.,2258,22.3,99.9,10.0,63,71.24
710,不要呀！,Bú yào ya!,No!,675,17.8,99.8,16.7,1,71.24
711,还有一点,Hái yǒu yīdiǎn,There's a little more.,1640,22.3,99.9,10.0,37,71.23
712,还有多远？,Hái yǒu duō yuǎn?,How much further?,2734,22.3,99.9,10.0,37,71.23
713,别进去,Bié jìn qù,Don't go in.,807,17.8,99.8,16.7,2,71.23
714,可是现在,Kě shì xiàn zài,But now...,2805,22.3,99.9,10.0,76,71.23
715,我们回家,Wǒmen huí jiā,Let's go home.,1457,22.3,99.8,10.0,31,71.22
716,我要回家,Wǒ yào huí jiā,I want to go home.,2286,22.3,99.8,10.0,31,71.22
717,过来一下,Guòlái yīxià,Come here for a second.,912,22.3,99.8,10.0,85,71.22
718,对极了,Duì jí le,Exactly right!,1749,17.8,99.8,16.7,26,71.22
719,为什么呀？,Wèi shénme ya?,Why?,1307,22.3,99.8,10.0,90,71.22
720,不，真的,"Bù, zhēn de","No, really.",1028,17.8,99.7,16.7,1,71.22
721,当然记得,Dāngrán jìde,Of course I remember.,869,22.3,99.8,10.0,43,71.21
722,那不行,Nà bùxíng,That won't work.,238,17.8,99.7,16.7,1,71.21
723,放回去,Fàng huí qù,Put it back.,1363,17.8,99.7,16.7,7,71.21
724,离开那里！,Lí kāi nàlǐ!,Get out of there!,890,22.3,99.8,10.0,35,71.21
725,真的啊,Zhēn de a,Really?,1025,17.8,99.7,16.7,27,71.21
726,我放弃,Wǒ fàngqì,I give up.,457,17.8,99.7,16.7,7,71.21
727,放弃吧,Fàng qì ba,Give up.,860,17.8,99.7,16.7,7,71.20
728,请慢用,Qǐng màn yòng,Enjoy your meal.,1756,17.8,99.7,16.7,29,71.20
729,不要笑,Bú yào xiào,Don't laugh.,759,17.8,99.7,16.7,1,71.20
730,只有我们,Zhǐ yǒu wǒ men,Only us.,2646,22.3,99.8,10.0,31,71.20
731,不好吗？,Bù hǎo ma?,Isn't it good?,542,17.8,99.7,16.7,1,71.20
732,别放弃,Bié fàng qì,Don't give up.,1994,17.8,99.7,16.7,2,71.20
733,他不知道,Tā bù zhīdào,He doesn't know.,1009,21.0,100.0,12.5,1,71.20
734,不知道吗,Bù zhīdào ma,Don't you know?,1010,21.0,100.0,12.5,1,71.19
735,不 他没有,Bù tā méiyǒu,"No, he doesn't.",1179,21.0,100.0,12.5,1,71.19
736,今天晚上,Jīn tiān wǎn shang,Tonight.,2787,22.3,99.8,10.0,51,71.19
737,我们去吧,Wǒmen qù ba,Let's go.,1103,21.0,100.0,12.5,25,71.19
738,还不知道,Hái bù zhīdào,I don't know yet.,1126,21.0,100.0,12.5,1,71.19
739,我没有啊,Wǒ méiyǒu a,I don't have it.,1180,21.0,100.0,12.5,27,71.19
740,不，还没有,"Bù, hái méiyǒu","No, not yet.",1175,21.0,100.0,12.5,1,71.19
741,不可能的,Bù kě néng de,Impossible!,1213,21.0,100.0,12.5,1,71.19
742,不可能吧,Bù kěnéng ba,No way!,784,21.0,100.0,12.5,1,71.18
743,那不可能,Nà bù kě néng,That's impossible.,1214,21.0,100.0,12.5,1,71.18
744,别告诉我,Bié gàosù wǒ,Don't tell me.,674,21.0,100.0,12.5,2,71.18
745,去睡觉,Qù shuì jiào,Go to sleep.,1809,17.8,99.7,16.7,25,71.18
746,那不一样,Nà bù yī yàng,That's different.,2316,21.0,100.0,12.5,1,71.18
747,对，就是他,"Duì, jiùshì tā","Yes, it's him.",1386,21.0,99.9,12.5,26,71.17
748,是啊 当然,Shì a dāngrán,"Yeah, of course.",1371,21.0,99.9,12.5,27,71.17
749,请告诉我,Qǐng gàosù wǒ,Please tell me.,1473,21.0,99.9,12.5,29,71.17
750,一点也不,Yīdiǎn yě bù,Not at all.,1623,21.0,99.9,12.5,1,71.17
751,很不错吧？,Hěn bùcuò ba?,"Pretty good, huh?",1776,21.0,99.9,12.5,1,71.16
752,别离开我,Bié líkāi wǒ,Don't leave me.,779,21.0,99.9,12.5,2,71.16
753,还不错吧,Hái bù cuò ba,Not bad.,2169,21.0,99.9,12.5,1,71.16
754,请相信我,Qǐng xiāngxìn wǒ,Please believe me.,1570,21.0,99.9,12.5,29,71.16
755,还要什么？,Hái yào shénme?,Anything else?,1123,22.3,99.7,10.0,37,71.16
756,干的不错,Gàn de bù cuò,Well done.,2168,21.0,99.9,12.5,1,71.16
757,那不重要,Nà bù zhòngyào,That's not important.,1987,21.0,99.9,12.5,1,71.16
758,别担心我,Bié dānxīn wǒ,Don't worry about me.,1841,21.0,99.9,12.5,2,71.15
759,不行呀,Bùxíng ya,No way!,236,17.8,99.6,16.7,1,71.15
760,好漂亮啊,Hǎo piàoliang a,So beautiful!,1785,21.0,99.9,12.5,27,71.15
761,放下我!,Fàng xià wǒ!,Let me go!,636,17.8,99.6,16.7,7,71.15
762,还不清楚,Hái bù qīng chǔ,It's still unclear.,2861,21.0,99.9,12.5,1,71.15
763,放我出来,Fàng wǒ chūlái,Let me out!,892,21.0,99.9,12.5,7,71.14
764,回家去吧,Huí jiā qù ba,Go home.,2288,21.0,99.9,12.5,25,71.14
765,不值得,Bù zhí de,It's not worth it.,946,17.8,99.6,16.7,1,71.14
766,别往下看,Bié wàng xià kàn,Don't look down.,1414,21.0,99.9,12.5,2,71.14
767,我想回去,Wǒ xiǎng huí qù,I want to go back.,2179,21.0,99.9,12.5,25,71.14
768,带他出去,Dài tā chūqù,Take him out.,1854,21.0,99.9,12.5,25,71.14
769,不要哭,Bú yào kū,Don't cry.,910,17.8,99.6,16.7,1,71.14
770,我们看看,Wǒmen kàn kan,Let's see.,1881,21.1,99.9,12.5,31,71.14
771,放我下来,Fàng wǒ xiàlái,Put me down.,894,21.0,99.9,12.5,7,71.13
772,还有多久？,Hái yǒu duō jiǔ?,How much longer?,1313,22.3,99.7,10.0,37,71.13
773,放下它,Fàng xià tā,Put it down.,1364,17.8,99.6,16.7,7,71.13
774,放我出去,Fàng wǒ chūqù,Let me out!,825,21.0,99.9,12.5,7,71.13
775,看看这个,Kàn kàn zhège,Look at this.,1349,21.1,99.9,12.5,78,71.13
776,看看这里,Kàn kan zhèli,Look here.,1852,21.1,99.9,12.5,78,71.12
777,等等，什么？,"Děng deng, shén me?","Wait, what?",2864,21.1,99.9,12.5,69,71.12
778,看看那个,Kàn kan nà ge,Look at that.,2566,21.1,99.9,12.5,35,71.12
779,好奇怪啊,Hǎo qíguài a,That's so strange!,935,21.0,99.8,12.5,27,71.12
780,很快回来,Hěn kuài huílai,Be back soon.,1571,22.3,99.6,10.0,44,71.10
781,不好笑,Bù hǎo xiào,Not funny.,754,17.8,99.5,16.7,1,71.10
782,他是对的,Tā shì duì de,He is right.,2082,21.3,100.0,12.5,26,71.10
783,我们谈谈,Wǒmen tán tán,Let's talk.,1991,21.1,99.8,12.5,31,71.09
784,过来看看,Guò lái kàn kan,Come and take a look.,2567,21.1,99.8,12.5,78,71.09
785,那很好啊,Nà hěn hǎo a,That's very good!,2011,21.3,100.0,12.5,27,71.09
786,是我的错,Shì wǒ de cuò,It's my fault.,1199,21.3,100.0,12.5,6,71.09
787,别听他的,Bié tīng tā de,Don't listen to him.,1192,21.3,100.0,12.5,2,71.09
788,把它放下,Bǎ tā fàng xià,Put it down.,2401,21.0,99.7,12.5,7,71.05
789,不 我,Bù wǒ,"No, I...",133,13.2,100.0,25.0,1,71.05
790,对 我,Duì wǒ,"Yes, me.",541,13.2,100.0,25.0,26,71.04
791,啊 不,A bù,Oh no.,141,13.2,100.0,25.0,1,71.04
792,对，好,"Duì, hǎo","Yes, good.",540,13.2,100.0,25.0,26,71.04
793,对吗？,Duì ma?,Right?,537,13.2,100.0,25.0,26,71.04
794,很对,Hěn duì,That's right.,543,13.2,100.0,25.0,26,71.04
795,对吧？,Duì ba?,Right?,536,13.2,100.0,25.0,26,71.04
796,哦，是,"Ó, shì","Oh, yes.",565,13.2,90.0,0.0,1,71.04
797,是哦,Shì ó,Oh really?,567,13.2,90.0,0.0,1,71.04
798,不 别,Bù bié,"No, don't.",149,13.2,100.0,25.0,1,71.04
799,也对,Yě duì,"That's right, too.",586,13.2,100.0,25.0,26,71.04
800,啊，对,"A, duì","Ah, yes.",542,13.2,100.0,25.0,26,71.04
801,上啊,Shàng a,Go!,693,13.2,100.0,25.0,27,71.03
802,不多,Bù duō,Not much.,727,13.2,100.0,25.0,1,71.03
803,快啊,Kuài a,Hurry up!,143,13.2,100.0,25.0,27,71.03
804,是么？,Shì me?,Is that so?,504,13.2,90.0,0.0,1,71.03
805,才不,Cái bù,No way!,241,13.2,99.9,25.0,1,71.02
806,别走,Bié zǒu,Don't go!,154,13.2,99.9,25.0,2,71.02
807,死吧,Sǐ ba,Die!,167,13.2,99.9,25.0,4,71.02
808,去死,Qù sǐ,Die!,166,13.2,99.9,25.0,4,71.02
809,请吧,Qǐng ba,Please.,612,13.2,99.9,25.0,29,71.02
810,还要多久？,Hái yào duō jiǔ?,How much longer?,1312,22.3,99.4,10.0,37,71.02
811,别叫,Bié jiào,Don't shout!,220,13.2,99.9,25.0,2,71.01
812,请看,Qǐng kàn,Please look.,614,13.2,99.9,25.0,29,71.01
813,去哪？,Qù nǎ?,Where to?,736,13.2,99.9,25.0,25,71.01
814,行啊,Xíng a,Okay.,759,13.2,99.9,25.0,27,71.01
815,去呀,Qù ya,Go!,622,13.2,99.9,25.0,25,70.98
816,请进,Qǐng jìn,Come in.,956,13.2,99.9,25.0,29,70.98
817,请坐,Qǐng zuò,Please sit.,616,13.2,99.8,25.0,29,70.97
818,我很好，谢谢,"Wǒ hěn hǎo, xiè xie","I'm fine, thank you.",3044,23.4,100.0,10.0,31,70.96
819,一 二 三 四,Yī èr sān sì,"One, two, three, four.",2744,21.3,99.7,12.5,14,70.96
820,很好，非常好,"Hěn hǎo, fēi cháng hǎo","Very good, excellent.",3175,23.4,100.0,10.0,41,70.95
821,不懂,Bù dǒng,I don't understand.,230,13.2,99.8,25.0,1,70.95
822,真美,Zhēn měi,So beautiful!,895,13.2,89.8,0.0,1,70.95
823,他是什么人？,Tā shì shénme rén?,Who is he?,2124,24.7,100.0,8.3,48,70.93
824,他在做什么？,Tā zài zuò shénme?,What is he doing?,2043,24.7,100.0,8.3,39,70.93
825,我就在这里,Wǒ jiù zài zhèlǐ,I'm right here.,2681,24.7,100.0,8.3,31,70.92
826,他就在这里,Tā jiù zài zhè lǐ,He's right here.,2994,24.7,100.0,8.3,35,70.92
827,会好起来的,Huì hǎo qǐlái de,It'll be alright.,2437,24.7,100.0,8.3,32,70.92
828,那又是什么？,Nà yòu shì shénme?,What's that then?,2405,24.7,100.0,8.3,35,70.92
829,他是我朋友,Tā shì wǒ péng yō,He's my friend.,3178,24.7,100.0,8.3,31,70.92
830,是的，我明白,"Shì de, wǒ míngbai","Yes, I understand.",2326,24.7,100.0,8.3,31,70.92
831,我一直在想,Wǒ yīzhí zài xiǎng,I've been thinking.,2857,24.7,100.0,8.3,31,70.91
832,她会回来的,Tā huì huílai de,She'll be back.,2391,24.7,100.0,8.3,32,70.91
833,我的意思是,Wǒ de yìsi shì,What I mean is...,2230,24.7,100.0,8.3,31,70.91
834,我只是在想,Wǒ zhǐshì zài xiǎng,I was just thinking.,2493,24.7,100.0,8.3,31,70.91
835,我感觉很好,Wǒ gǎnjué hěn hǎo,I feel very good.,2575,24.7,100.0,8.3,31,70.91
836,一切都好吗？,Yī qiè dōu hǎo ma?,Is everything alright?,3216,24.7,100.0,8.3,32,70.91
837,一切都很好,Yīqiè dōu hěn hǎo,Everything is fine.,2523,24.7,99.9,8.3,41,70.91
838,一切都好吧？,Yīqiè dōu hǎo ba?,Is everything alright?,2535,24.7,99.9,8.3,41,70.91
839,我的名字是,Wǒ de míngzì shì,My name is.,2810,24.7,99.9,8.3,31,70.91
840,我们是什么？,Wǒmen shì shénme?,What are we?,1098,24.8,100.0,8.3,31,70.90
841,我住在这里,Wǒ zhù zài zhèlǐ,I live here.,2674,24.7,99.9,8.3,31,70.90
842,这里是哪里？,Zhè lǐ shì nǎ lǐ?,Where is this?,1586,23.5,99.9,10.0,76,70.90
843,我们都知道,Wǒmen dōu zhīdào,We all know.,1254,24.8,100.0,8.3,31,70.90
844,他是我儿子,Tā shì wǒ érzi,He is my son.,2769,24.7,99.9,8.3,31,70.90
845,我们可以的,Wǒmen kěyǐ de,We can do it.,1441,24.8,100.0,8.3,31,70.90
846,这个我知道,Zhège wǒ zhīdào,I know this.,1346,24.8,100.0,8.3,31,70.90
847,我怎么知道？,Wǒ zěnme zhīdào?,How would I know?,1045,24.8,100.0,8.3,31,70.90
848,告诉我什么？,Gàosù wǒ shénme?,Tell me what?,1470,24.8,100.0,8.3,31,70.90
849,我们在这里,Wǒ men zài zhè lǐ,We are here.,2990,24.8,100.0,8.3,31,70.90
850,为什么是我？,Wèishénme shì wǒ?,Why me?,644,24.8,100.0,8.3,31,70.90
851,我知道 但是,Wǒ zhīdào dàn shì,"I know, but.",2300,24.8,100.0,8.3,31,70.89
852,我马上就到,Wǒ mǎshàng jiù dào,I'll be there soon.,2610,24.7,99.9,8.3,31,70.89
853,最重要的是,Zuì zhòngyào de shì,The most important thing is...,2658,24.7,99.9,8.3,89,70.89
854,那是为什么？,Nà shì wèishénme?,Why is that?,1416,24.8,100.0,8.3,35,70.89
855,那个是什么？,Nàge shì shénme?,What's that?,1882,24.8,100.0,8.3,35,70.89
856,需要什么吗？,Xūyào shénme ma?,Do you need anything?,1657,24.8,100.0,8.3,32,70.89
857,她是我女儿,Tā shì wǒ nǚ'ér,She's my daughter.,3110,24.7,99.9,8.3,31,70.89
858,更重要的是,Gèng shì zhòngyào de,More importantly.,2829,24.7,99.9,8.3,89,70.89
859,我喜欢这个,Wǒ xǐhuan zhège,I like this.,1531,24.8,100.0,8.3,31,70.89
860,有什么问题？,Yǒu shénme wèntí?,What's the problem?,642,24.8,100.0,8.3,81,70.89
861,我们开始吧,Wǒmen kāishǐ ba,Let's begin.,1798,24.8,100.0,8.3,31,70.89
862,我喜欢这里,Wǒ xǐhuan zhèli,I like it here.,1563,24.8,100.0,8.3,31,70.89
863,我就是知道,Wǒ jiùshì zhīdào,I just knew it!,1374,24.8,100.0,8.3,31,70.88
864,我们是朋友,Wǒmen shì péngyō,We are friends.,1902,24.8,100.0,8.3,31,70.88
865,那怎么可能？,Nà zěnme kěnéng?,How is that possible?,791,24.8,100.0,8.3,35,70.88
866,我现在很忙,Wǒ xiànzài hěn máng,I'm very busy now.,1416,24.7,99.9,8.3,31,70.88
867,我当然知道,Wǒ dāngrán zhīdào,Of course I know.,1368,24.8,99.9,8.3,31,70.88
868,我没有时间,Wǒ méiyǒu shíjiān,I don't have time.,1842,24.8,99.9,8.3,31,70.88
869,喝点什么吗？,Hē diǎn shénme ma?,Would you like something to drink?,2461,24.8,99.9,8.3,32,70.88
870,要喝点什么？,Yào hē diǎn shénme?,What would you like to drink?,2460,24.8,99.9,8.3,88,70.88
871,怎么可能呢？,Zěn me kě néng ne?,How is that possible?,1573,24.8,99.9,8.3,45,70.88
872,会发生什么?,Huì fā shēng shén me?,What will happen?,3142,24.8,99.9,8.3,32,70.88
873,她是我妻子,Tā shì wǒ qīzi,She is my wife.,2813,24.7,99.9,8.3,31,70.88
874,我当然可以,Wǒ dāngrán kěyǐ,Of course I can.,1444,24.8,99.9,8.3,31,70.88
875,我们很抱歉,Wǒmen hěn bàoqiàn,We're very sorry.,771,24.8,99.9,8.3,31,70.88
876,一切还好吗？,Yīqiè hái hǎo ma?,Is everything alright?,2534,24.8,99.9,8.3,32,70.88
877,我非常喜欢,Wǒ fēicháng xǐhuan,I like it very much.,1747,24.8,99.9,8.3,31,70.87
878,还有问题吗？,Hái yǒu wèntí ma?,Any more questions?,2246,24.8,99.9,8.3,32,70.87
879,要我帮忙吗？,Yào wǒ bāngmáng ma?,Need my help?,2627,24.7,99.9,8.3,31,70.87
880,我们认识吗？,Wǒmen rènshi ma?,Do we know each other?,1707,24.8,99.9,8.3,31,70.87
881,一点也没有,Yīdiǎn yě méiyǒu,Not at all.,742,24.8,99.9,8.3,36,70.87
882,那又怎么样？,Nà yòu zěnmeyàng?,So what?,720,24.8,99.9,8.3,35,70.86
883,我非常抱歉,Wǒ fēicháng bàoqiàn,I am very sorry.,778,24.8,99.9,8.3,31,70.86
884,快离开这里,Kuài líkāi zhèli,Get out of here!,773,24.8,99.9,8.3,63,70.86
885,好热,Hǎo rè,It's so hot!,441,13.2,99.6,25.0,23,70.85
886,这里有人吗？,Zhèli yǒu rén ma?,Is anyone here?,2380,24.8,99.9,8.3,32,70.85
887,我需要帮助,Wǒ xūyào bāngzhù,I need help.,942,24.8,99.9,8.3,31,70.85
888,我马上回来,Wǒ mǎshàng huílai,I'll be right back.,1917,24.8,99.9,8.3,31,70.84
889,再试一次,Zài shì yīcì,Try again.,1980,30.3,99.9,0.0,1,70.83
890,我是认真的,Wǒ shì rènzhēn de,I'm serious.,2775,24.7,99.8,8.3,31,70.83
891,我马上过来,Wǒ mǎ shàng guò lái,I'll be right there.,3151,24.8,99.8,8.3,31,70.83
892,我需要帮忙,Wǒ xūyào bāngmáng,I need help.,851,24.8,99.8,8.3,31,70.82
893,真的可以吗？,Zhēn de kěyǐ ma?,Is it really okay?,2277,24.8,99.8,8.3,32,70.82
894,需要帮忙吗？,Xūyào bāngmáng ma?,Need some help?,1948,24.8,99.8,8.3,32,70.82
895,离我远一点,Lí wǒ yuǎn yīdiǎn,Stay away from me.,1419,24.7,99.7,8.3,31,70.81
896,照顾好自己,Zhào gù hǎo zìjǐ,Take care of yourself.,2903,24.8,99.8,8.3,41,70.80
897,开什么玩笑,Kāi shénme wánxiào,Are you kidding me?,734,24.8,99.8,8.3,89,70.80
898,真的很抱歉,Zhēn de hěn bàoqiàn,I'm really sorry.,1336,24.8,99.8,8.3,44,70.80
899,我有点担心,Wǒ yǒu diǎn dānxīn,I'm a little worried.,1374,24.8,99.8,8.3,31,70.80
900,怎么做到的？,Zěnme zuò dào de?,How did you do that?,2036,24.8,99.8,8.3,39,70.79
901,为什么不？,Wèi shén me bù?,Why not?,2188,22.3,100.0,12.5,1,70.78
902,不，为什么？,"Bù, wèishénme?","No, why?",183,22.3,100.0,12.5,1,70.78
903,为什么啊,Wèi shénme a,Why?,1298,22.3,100.0,12.5,27,70.78
904,我有点紧张,Wǒ yǒudiǎn jǐnzhāng,I'm a little nervous.,987,24.8,99.7,8.3,31,70.74
905,干得不错,Gàn de bùcuò,Good job!,1773,22.3,99.9,12.5,1,70.74
906,我要出去,Wǒ yào chūqù,I'm going out.,1884,22.3,99.9,12.5,25,70.74
907,没有别人,Méiyǒu bié rén,No one else.,597,22.3,99.9,12.5,2,70.73
908,不，不可能,"Bù, bù kě néng","No, impossible.",1215,19.8,100.0,16.7,1,70.73
909,是啊 但是,Shì a dàn shì,"Yeah, but.",2301,19.8,100.0,16.7,27,70.73
910,是啊 谢谢,Shì a xièxie,"Yes, thank you.",1320,19.8,100.0,16.7,27,70.72
911,干得漂亮,Gàn de piàoliang,Well done!,1766,22.3,99.8,12.5,5,70.72
912,不要离开,Bùyào líkāi,Don't leave.,252,22.3,99.8,12.5,1,70.72
913,我去看看,Wǒ qù kàn kan,I'll go and see.,2590,19.8,99.9,16.7,25,70.71
914,不要过来,Bùyào guòlái,Don't come here.,251,22.3,99.8,12.5,1,70.71
915,不要担心,Bú yào dānxīn,Don't worry.,1840,22.3,99.8,12.5,1,70.70
916,快点 快点,Kuài diǎn kuài diǎn,Hurry up! Hurry up!,1166,19.8,99.9,16.7,63,70.69
917,不要说话,Búyào shuōhuà,Don't talk.,391,22.3,99.8,12.5,1,70.68
918,现在不行,Xiànzài bùxíng,Not now.,864,22.3,99.7,12.5,1,70.67
919,当然不行,Dāngrán bùxíng,Certainly not.,239,22.3,99.7,12.5,1,70.65
920,好好想想吧,Hǎo hǎo xiǎng xiang ba,Think it over carefully.,3207,22.2,99.6,12.5,41,70.64
921,真的不错,Zhēn de bùcuò,It's really good.,1790,22.3,99.7,12.5,1,70.63
922,不要放弃,Bú yào fàng qì,Don't give up.,2659,22.3,99.7,12.5,1,70.63
923,有什么不对？,Yǒu shénme bù duì?,What's wrong?,1157,24.7,100.0,10.0,1,70.59
924,他不在这里,Tā bù zài zhèlǐ,He's not here.,2678,24.7,100.0,10.0,1,70.59
925,什么是错的？,Shénme shì cuò de?,What's wrong?,1198,24.7,100.0,10.0,6,70.59
926,不用担心,Bù yòng dānxīn,Don't worry.,1839,22.3,99.6,12.5,1,70.58
927,他怎么死的？,Tā zěn me sǐ de?,How did he die?,1571,24.7,100.0,10.0,4,70.58
928,什么时候开始的？,Shénme shíhòu kāishǐ de?,When did it start?,2511,31.3,100.0,0.0,1,70.58
929,为什么不呢？,Wèishénme bù ne?,Why not?,1413,24.8,100.0,10.0,1,70.55
930,什么东西啊？,Shénme dōngxi a?,What is this?,1818,24.8,100.0,10.0,27,70.55
931,把他带出去,Bǎ tā dài chūqù,Take him out.,2568,24.7,99.9,10.0,25,70.55
932,是的，对不起,"Shì de, duìbuqǐ","Yes, I'm sorry.",706,24.8,99.9,10.0,1,70.55
933,什么意思啊,Shénme yìsi a,What do you mean?,1360,24.8,99.9,10.0,27,70.54
934,我们出去吧,Wǒmen chūqù ba,Let's go out.,1880,24.8,99.9,10.0,25,70.53
935,进来，进来,"Jìn lái, jìn lái","Come in, come in.",2521,19.8,99.6,16.7,93,70.53
936,听起来不错,Tīng qǐlái bùcuò,Sounds good.,1792,24.8,99.9,10.0,1,70.52
937,这里不安全,Zhè lǐ bù ān quán,It's not safe here.,1671,24.8,99.9,10.0,1,70.51
938,我出去一下,Wǒ chū qù yīxià,I'll go out for a bit.,2438,24.8,99.9,10.0,25,70.51
939,做得好,Zuò de hǎo,Well done.,1095,23.3,100.0,12.5,39,70.51
940,快让开,Kuài ràng kāi,Get out of the way!,619,23.3,99.9,12.5,38,70.49
941,哪一位？,Nǎ yī wèi?,Which one?,1496,23.3,99.9,12.5,76,70.47
942,看看,Kàn kan,Take a look.,996,14.9,99.9,25.0,78,70.45
943,不 一点也不,Bù yīdiǎn yě bù,"No, not at all.",2422,23.4,99.9,12.5,1,70.45
944,等等,Děng děng,Wait a minute.,590,14.9,99.8,25.0,69,70.43
945,那是不对的,Nà shì bù duì de,That's wrong.,1548,25.4,100.0,10.0,1,70.37
946,都是我的错,Dōu shì wǒ de cuò,It's all my fault.,1565,25.4,100.0,10.0,6,70.36
947,不 现在不行,Bù xiànzài bùxíng,"No, not now.",1692,23.5,99.8,12.5,1,70.36
948,所有的事,Suǒ yǒu de shì,Everything.,2633,21.0,93.3,0.0,1,70.34
949,怎么搞的？,Zěnme gǎo de?,What happened?,828,21.0,93.3,0.0,1,70.33
950,不，对不起,"Bù, duìbuqǐ","No, I'm sorry.",204,21.1,99.9,16.7,1,70.30
951,是的，长官,"Shì de, zhǎngguān","Yes, sir.",1761,21.0,93.2,0.0,1,70.30
952,请等一等,Qǐng děng yī děng,Please wait a moment.,2192,21.1,99.9,16.7,29,70.29
953,不要，谢谢,"Bú yào, xiè xie","No, thank you.",2413,21.1,99.9,16.7,1,70.28
954,我可以看看吗？,Wǒ kěyǐ kàn kàn ma?,Can I take a look?,2996,26.8,99.9,8.3,31,70.28
955,爸爸，不要,"Bàba, bùyào","Dad, don't.",262,21.1,99.8,16.7,1,70.26
956,我们能谈谈吗？,Wǒmen néng tán tán ma?,Can we talk?,3128,26.8,99.9,8.3,31,70.26
957,五 四 三 二 一,Wǔ sì sān èr yī,Five four three two one.,3163,25.4,99.7,10.0,14,70.22
958,不 不对,Bù bù duì,"No, wrong.",578,16.0,100.0,25.0,1,70.19
959,又是你,Yòu shì nǐ,It's you again.,723,17.2,90.7,0.0,1,70.19
960,对不对？,Duì bu duì?,Right?,1675,16.0,100.0,25.0,1,70.19
961,不用，谢谢,"Bù yòng, xiè xie","No, thank you.",2410,21.1,99.6,16.7,1,70.16
962,我什么都没有,Wǒ shénme dōu méiyǒu,I have nothing.,1193,28.0,100.0,7.1,31,70.16
963,那是什么东西？,Nà shì shénme dōngxi?,What is that thing?,2552,28.0,100.0,7.1,35,70.16
964,要喝点什么吗？,Yào hē diǎn shénme ma?,Would you like something to drink?,3060,28.0,100.0,7.1,32,70.15
965,想喝点什么吗？,Xiǎng hē diǎn shénme ma?,Would you like something to drink?,3061,28.0,100.0,7.1,32,70.15
966,问题就在这里,Wèn tí jiù zài zhè lǐ,That's the problem.,1764,28.0,100.0,7.1,35,70.15
967,我只是想知道,Wǒ zhǐshì xiǎng zhīdào,I just want to know.,2490,28.0,100.0,7.1,31,70.15
968,一切都还好吗？,Yīqiè dōu hái hǎo ma?,Is everything alright?,3093,28.0,99.9,7.1,32,70.15
