rank,sentence,original_order,frequency,complexity,grammar,structural,similarity,similar_to,final_score
1515,Je m'en suis rendu compte pas plus tard qu'hier.,4996,99.9,41.4,2.0,25.7,3.5,,70.26
1516,Honneur à celui auquel l'honneur est dû.,5603,99.6,34.6,10.0,24.8,4.6,,70.25
1517,Je t'ai dit de te tenir à l'écart de ma fille.,547,99.8,41.4,0.0,24.9,4.7,,70.25
1518,"Aucun amour n'est mauvais, ni aucune prison agréable.",4796,99.6,42.3,3.0,26.6,1.3,,70.25
1519,Peu d'étudiants pourraient comprendre ce qu'il dit.,1264,99.8,41.8,2.0,25.9,2.9,,70.25
1520,Je doute qu'il puisse donner un discours en public.,69,99.8,42.1,2.0,26.1,2.7,,70.25
1521,Le rapport est en cours de préparation par le comité.,5435,99.8,41.9,0.0,25.1,4.3,,70.25
1522,Beaucoup d'étrangers viennent au Japon pour travailler.,4431,99.6,44.2,0.0,26.5,1.4,,70.25
1523,Il y a une grosse pile de courrier sur la table.,2194,99.4,41.4,0.0,24.9,4.0,,70.25
1524,Ce garçon casse souvent nos fenêtres avec une balle.,4695,99.3,42.3,0.0,25.4,2.7,,70.25
1525,Heureux ceux qui connaissent la valeur de la santé.,1812,99.7,40.6,3.0,25.6,3.3,,70.24
1526,Le château se trouve de l'autre coté de la rivière.,4048,99.6,41.5,0.0,24.9,4.3,,70.24
1527,L'accident est la conséquence d'une simple erreur.,4813,99.6,41.3,0.0,24.8,4.6,,70.24
1528,N'oubliez pas de me prendre à six heures demain.,3704,99.7,40.7,0.0,24.4,5.3,,70.24
1529,Cela va de soi que la santé est l'essentiel.,5312,99.8,38.8,2.0,24.1,6.2,,70.24
1530,J'en ai eu marre d'être au lit toute la journée.,802,99.7,42.4,0.0,25.4,3.8,,70.24
1531,Il a décidé de louer sa propriété à cette société.,3993,99.5,41.7,0.0,25.0,4.0,,70.23
1532,Elle semblait contente des résultats de l'examen.,3553,99.4,40.8,0.0,24.5,4.6,,70.23
1533,Il a la capacité de mener à terme de grands projets.,5176,99.7,42.0,0.0,25.2,4.0,,70.23
1534,N'oubliez pas de mettre cette lettre à la poste.,3458,99.7,40.7,0.0,24.4,5.3,,70.23
1535,Tous les hommes sont bons au fond de leur coeur.,1588,99.8,40.7,0.0,24.4,5.7,,70.23
1536,J'espère que vous serez tous deux heureux ensemble.,4744,99.6,41.8,2.0,25.9,2.7,,70.23
1537,"Tom est déjà là, mais Bill n'est pas encore arrivé.",3184,99.6,41.1,3.0,25.8,2.7,,70.23
1538,"À distance, les montagnes ont l'air plus belles.",5139,99.6,39.8,3.0,25.1,4.0,,70.23
1539,Il aime tous les animaux à l'exception des chevaux.,5263,99.6,42.1,0.0,25.3,3.8,,70.23
1540,"Veuillez supprimer cette phrase, je vous prie.",3814,98.8,39.0,3.0,24.6,3.1,,70.23
1541,Le ciel était clair lorsque j'ai quitté mon domicile.,5761,99.6,43.1,0.0,25.9,2.7,,70.23
1542,Il a déclaré qu'ils étaient amis depuis trente ans.,681,99.7,42.1,2.0,26.1,2.5,,70.23
1543,J'aimerais bien découvrir pourquoi elle a ainsi parlé.,249,99.7,43.4,0.0,26.0,2.7,,70.23
1544,C'est difficile d'apprendre une langue étrangère.,885,99.6,40.8,0.0,24.5,5.0,,70.23
1545,Le climat joue beaucoup sur notre corps et notre esprit.,253,99.7,43.3,0.0,26.0,2.9,,70.22
1546,Personne n'était capable de proposer une solution.,4768,99.6,41.4,0.0,24.8,4.6,,70.22
1547,Le fidèle cœur ne doit jamais être remis en question.,2786,99.6,43.1,0.0,25.9,2.7,,70.22
1548,Trouvez le sens d'un mot à partir de son contexte.,4854,99.7,42.3,0.0,25.4,3.8,,70.22
1549,C'est du luxe pour moi que de prendre un taxi.,281,99.6,40.5,2.0,25.1,4.0,,70.22
1550,Je ne dois normalement pas travailler le dimanche.,1103,99.6,41.4,0.0,24.8,4.6,,70.22
1551,Faisons une fête avec les membres du club de tennis.,1100,99.4,42.6,0.0,25.6,2.9,,70.22
1552,Aucun des professeurs n'a pu résoudre le problème.,510,99.4,41.3,0.0,24.8,4.3,,70.22
1553,L'herbe ne croit pas plus vite si on tire dessus.,5841,99.5,41.9,0.0,25.1,3.8,,70.22
1554,"Oh, toi, oh ! Viens, nous devons y aller maintenant.",4265,99.7,38.5,9.0,26.7,1.4,,70.22
1555,Je suppose qu'il ne s'agit que d'une blague.,135,99.7,39.6,6.0,26.2,2.5,,70.21
1556,Ce matin il faisait beaucoup plus frais qu'hier matin.,5925,99.8,42.3,2.0,26.2,2.7,,70.21
1557,C'est dommage que le professeur quitte notre école.,972,99.7,41.8,2.0,25.9,2.9,,70.21
1558,"Il est facile d'aimer, mais difficile d'être aimé.",4158,99.7,39.9,3.0,25.2,4.3,,70.21
1559,J'ai essayé de t'appeler mais je n'ai pas pu.,3385,99.8,39.8,0.0,23.9,6.7,,70.21
1560,Je me suis coupé le doigt avec un couteau.,1002,99.3,37.2,0.0,22.3,8.3,,70.21
1561,Il a accepté ma présence d'un signe de la tête.,2093,99.7,41.0,0.0,24.6,5.3,,70.21
1562,"Vous avez tort, ce n'est pas ce que j'ai dit.",551,99.8,39.4,5.0,25.6,3.8,,70.20
1563,Il doit subir une opération la semaine prochaine.,5503,99.5,40.8,0.0,24.5,5.0,,70.20
1564,Nous devons défendre notre pays à n'importe quel prix.,1511,99.7,43.6,0.0,26.2,2.5,,70.20
1565,N'importe quel médecin te dira d'arrêter de fumer.,5127,99.3,41.7,0.0,25.0,3.8,,70.20
1566,Mon frère est décédé d'un cancer l'année dernière.,3135,99.6,41.7,0.0,25.0,4.3,,70.20
1567,Veuillez vérifier tous les objets de cette liste.,2742,99.3,40.8,0.0,24.5,4.6,,70.20
1568,Je ne t'ai pas vue auparavant dans les environs.,1646,99.6,40.7,0.0,24.4,5.3,,70.20
1569,Ne sors pas par cette chaleur sans porter de chapeau.,3243,99.4,43.1,0.0,25.9,2.5,,70.20
1570,Les étudiants étaient mal à l'aise avant l'examen.,532,99.6,40.4,0.0,24.2,5.7,,70.20
1571,C'est une femme qui a eu une éducation classique.,4576,99.8,39.9,3.0,25.2,4.6,,70.20
1572,Elle a partagé le gâteau entre les deux personnes.,1972,99.4,41.3,0.0,24.8,4.3,,70.20
1573,Que ta volonté soit faite sur la terre comme au ciel.,2001,99.8,43.7,0.0,26.2,2.7,,70.19
1574,Nous avons finalement atteint notre destination.,4928,99.5,42.4,0.0,25.4,3.3,,70.19
1575,Elle a perdu de vue son ami dans la foule immense.,2462,99.6,42.3,0.0,25.4,3.8,,70.19
1576,Arrêtez de faire celui qui n'est pas intéressé !,3140,99.6,39.8,3.0,25.1,4.3,,70.19
1577,La ville va changer pendant les dix prochaines années.,2326,99.6,43.4,0.0,26.0,2.7,,70.18
1578,"Il n'y a rien qui n'aille pas, la concernant.",1537,99.7,38.4,6.0,25.4,4.0,,70.18
1579,"De toutes les matières, je préfère l'anglais.",2124,99.6,38.1,3.0,24.0,6.2,,70.18
1580,Veuillez me communiquer les résultats par téléphone.,4693,99.1,43.3,0.0,26.0,1.7,,70.18
1581,Les enfants commencent l'école à l'âge de six ans.,1945,99.7,41.1,0.0,24.6,5.3,,70.18
1582,Mike est rentré de la bibliothèque à cinq heures.,4581,99.3,40.8,0.0,24.5,4.6,,70.18
1583,Les deux hommes assis sur le banc étaient américains.,1509,99.4,42.9,0.0,25.7,2.7,,70.18
1584,"Avec un peu plus de patience, tu pourrais réussir.",1808,99.4,40.8,3.0,25.7,2.9,,70.18
1585,Tous les élèves dans la classe connaissent les faits.,2633,99.6,41.6,0.0,25.0,4.6,,70.17
1586,"L'argent ne pousse pas dans les arbres, tu sais.",5326,99.6,40.2,3.0,25.3,4.0,,70.17
1587,Il sait tout ce qu'il faut savoir à propos du jazz.,1392,99.7,42.4,2.0,26.2,2.5,,70.17
1588,Nous avons fait un don de sang pour aider l'enfant.,3431,99.8,42.8,0.0,25.7,3.8,,70.17
1589,"Attends à l'extérieur de la maison, je te prie !",1345,99.5,39.8,3.0,25.0,4.3,,70.17
1590,Je ne m'intéresse pas à la nourriture étrangère.,4674,99.5,40.3,0.0,24.2,5.7,,70.16
1591,J'ai passé une nuit blanche à préparer l'examen.,2452,99.7,40.7,0.0,24.4,5.7,,70.16
1592,Le Japon joue un rôle clé dans l'économie mondiale.,5392,99.6,42.1,0.0,25.3,4.0,,70.16
1593,Il est presque l'heure que les invités arrivent.,4805,99.6,40.3,2.0,25.0,4.6,,70.16
1594,Il habite six maisons plus loin que la mienne.,3468,99.3,39.3,2.0,24.4,5.0,,70.16
1595,Il a fait preuve de courage face à un grand danger.,1907,99.8,42.8,0.0,25.7,3.8,,70.16
1596,La cause de la mort semble être une blessure par balle.,1248,99.6,43.3,0.0,26.0,2.9,,70.16
1597,"Les vieilles chansons étaient bien, bien meilleures.",4107,99.2,41.5,3.0,26.1,1.8,,70.15
1598,Des centaines de milliers de personnes étaient sans emploi.,460,99.7,44.7,0.0,26.8,1.5,,70.15
1599,Il n'était pas assez grand pour toucher le plafond.,5404,99.6,42.1,0.0,25.3,4.0,,70.15
1600,Un officier de police m'a dit d'arrêter la voiture.,4608,99.7,42.8,0.0,25.7,3.8,,70.15
1601,Leur souci principal était d'avoir une grosse voiture.,1698,99.6,43.4,0.0,26.0,2.9,,70.15
1602,Tom a terminé son discours par une chanson magnifique.,2012,99.5,43.4,0.0,26.0,2.5,,70.15
1603,Veuillez ne pas entrer dans la pièce sans frapper.,2284,99.3,41.3,0.0,24.8,4.3,,70.15
1604,Je suis sûre que vous avez d'autres compétences.,4169,99.6,40.3,2.0,25.0,4.6,,70.15
1605,Elle va passer les quatre prochaines années en prison.,4278,99.6,43.4,0.0,26.0,2.9,,70.15
1606,Le programme télé semblait vraiment intéressant.,4092,99.4,42.4,0.0,25.4,3.3,,70.14
1607,Il a essayé beaucoup de méthodes différentes.,5681,99.5,39.0,0.0,23.4,7.3,,70.14
1608,Il a suffisamment de talent pour gérer une affaire.,2218,99.5,41.8,0.0,25.1,4.3,,70.14
1609,Il y a beaucoup de sucre dans cette boîte noire.,965,99.6,40.7,0.0,24.4,5.7,,70.14
1610,Ils devaient trouver le meilleur candidat possible.,4747,99.5,42.7,0.0,25.6,3.3,,70.14
1611,Écrire est un sommeil plus profond que la mort.,887,99.5,39.8,2.0,24.7,5.0,,70.14
1612,J'ai été accusé d'avoir mangé le déjeuner du patron.,1244,99.4,43.2,0.0,25.9,2.5,,70.14
1613,Il y a beaucoup de fleurs rouges dans le jardin.,35,99.6,40.7,0.0,24.4,5.7,,70.14
1614,"L'année prochaine, sera construit ici un nouvel hôtel.",1757,99.6,42.9,3.0,26.9,1.3,,70.14
1615,Tu prends un risque important en lui faisant confiance.,1263,99.7,43.9,0.0,26.3,2.7,,70.14
1616,Parce qu'une seule minute coûte presque quatre livres.,2573,99.5,43.4,2.0,26.8,1.3,,70.14
1617,Elle s'est levée tôt pour voir le lever du soleil.,2396,99.5,42.3,0.0,25.4,3.8,,70.13
1618,Elle est constamment en train d'écrire des lettres.,1259,99.5,41.8,0.0,25.1,4.3,,70.13
1619,C'est une honte de ne pas tenir votre promesse.,1540,99.6,40.2,0.0,24.1,6.2,,70.13
1620,Elle n'avait d'autre choix que d'accepter son destin.,3405,99.7,42.4,2.0,26.3,2.7,,70.13
1621,Deux mois se sont passés depuis notre dernière rencontre.,2817,99.7,44.9,0.0,26.9,1.4,,70.13
1622,Il est dans son élément quand il travaille à la ferme.,2080,99.7,42.9,0.0,25.7,3.8,,70.13
1623,Presque tous les jours il va à la rivière et pêche.,3004,99.7,42.8,0.0,25.7,3.8,,70.13
1624,Je savais depuis le début qu'il disait un mensonge.,1630,99.5,42.1,2.0,26.1,2.7,,70.13
1625,Les circonstances ne m'ont pas permis de vous aider.,850,99.7,42.6,0.0,25.6,4.0,,70.13
1626,C'est un luxe que nous ne pouvons pas nous permettre.,209,99.7,42.4,2.0,26.3,2.7,,70.13
1627,On peut facilement couper du fromage avec un couteau.,1418,99.2,42.9,0.0,25.7,2.7,,70.12
1628,Je suis tombée amoureuse d'elle au premier regard.,3602,99.4,41.3,0.0,24.8,4.6,,70.12
1629,Je veux te montrer ma caisse de cadeaux non remis.,4864,99.4,41.7,0.0,25.0,4.3,,70.12
1630,Quels sont les étudiants qui vont passer l'examen ?,4203,99.6,41.3,3.0,26.0,3.1,,70.12
1631,La science a apporté de nombreuses choses à nos vies.,5209,99.4,43.1,0.0,25.9,2.9,,70.12
1632,"Au Japon, la plupart des routes sont à une voie.",1412,99.6,40.2,3.0,25.3,4.3,,70.12
1633,Un revenu assuré est une chose importante pour moi.,1331,99.6,41.8,0.0,25.1,4.6,,70.12
1634,"Sans musique, le monde est une vallée de larmes.",2973,99.6,39.8,3.0,25.1,4.6,,70.11
1635,On s'attend à ce qu'il rentre bientôt à la maison.,1166,99.8,42.0,2.0,26.0,3.5,,70.11
1636,Ta philosophie de la vie est différente de la mienne.,3792,99.4,40.6,0.0,24.4,5.5,,70.11
1637,Nous avons consacré beaucoup de temps à nos leçons.,4677,99.4,41.8,0.0,25.1,4.3,,70.11
1638,Sa fête d'anniversaire aura lieu demain à trois heures.,30,99.7,44.1,0.0,26.4,2.7,,70.10
1639,Ces deux villes ont les mêmes règles de circulation.,2768,99.7,42.3,0.0,25.4,4.3,,70.10
1640,Je me fais vraiment du souci à propos de ton avenir.,2799,99.7,43.2,0.0,25.9,3.5,,70.10
1641,Que coûte la construction d'une maison dans ce coin ?,1398,99.7,42.6,0.0,25.6,4.0,,70.10
1642,"À t'entendre, tu n'es pas complètement convaincu.",5643,99.6,40.3,3.0,25.4,4.3,,70.10
1643,Le fromage est facile à couper avec un couteau.,432,99.3,39.8,0.0,23.9,6.2,,70.09
1644,"En général, les Américains aiment beaucoup le café.",442,99.6,41.4,3.0,26.0,3.1,,70.09
1645,"Nous allons rester quelques semaines, ensemble.",941,99.7,41.0,3.0,25.8,3.6,,70.09
1646,Nous faisons cours aux groupes de plus de cinq personnes.,1070,99.7,43.8,0.0,26.3,2.9,,70.09
1647,Vous connaissez probablement déjà notre entreprise.,2897,99.5,44.4,0.0,26.7,1.7,,70.09
1648,Tous les mots de ce dictionnaire sont importants.,1189,99.5,40.8,0.0,24.5,5.5,,70.09
1649,La vie n'a de sens qu'en termes de responsabilité.,405,99.8,41.1,2.0,25.4,4.6,,70.09
1650,"Je n'ai qu'une bouche, mais j'ai deux oreilles.",2604,99.7,39.3,5.0,25.6,4.3,,70.08
1651,Merci de m'appeler la prochaine fois que vous venez.,3926,99.7,42.6,2.0,26.4,2.9,,70.08
1652,Quelques enfants sont en train de jouer sur l'herbe.,3850,99.6,42.6,0.0,25.6,4.0,,70.08
1653,"À notre surprise, elle est allée seule au Brésil.",229,99.5,40.3,3.0,25.4,4.0,,70.08
1654,Mère se lève plus tôt qu'aucun autre de ma famille.,670,99.7,42.8,2.0,26.5,2.7,,70.07
1655,Je ne veux pas travailler dans de telles conditions.,556,99.8,42.3,0.0,25.4,4.6,,70.07
1656,Le climat japonais est plus doux que le climat anglais.,2555,99.4,41.6,2.0,25.7,3.3,,70.07
1657,J'ai pris la liberté de l'appeler par son prénom.,4113,99.7,41.9,0.0,25.1,5.0,,70.07
1658,Je crois que j'ai convaincu Tom de faire un don.,819,99.6,41.4,2.0,25.7,3.8,,70.07
1659,Il est célibataire et n'a pas de frères et sœurs.,5147,99.4,40.6,0.0,24.4,5.7,,70.07
1660,Il se peut que j'en fasse à nouveau la tentative.,650,99.8,41.9,2.0,25.9,3.8,,70.07
1661,Ne sors pas de la pièce en laissant la fenêtre ouverte.,5783,99.4,43.3,0.0,26.0,2.9,,70.07
1662,J'ai perdu la montre que mon père m'avait donnée.,4580,99.8,41.9,2.0,25.9,3.8,,70.07
1663,Tout le monde sauf Mike étaient présents à la fête.,5419,99.5,42.1,0.0,25.3,4.3,,70.06
1664,Vivre dans une grande ville a de nombreux avantages.,695,99.7,42.3,0.0,25.4,4.6,,70.06
1665,Ce n'est qu'hier que j'ai appris la vérité.,5480,99.8,39.2,6.0,25.9,4.0,,70.06
1666,"Malgré toute sa richesse, il n'est pas très heureux.",1148,99.7,42.1,3.0,26.5,2.7,,70.06
1667,"À propos de Suisse, vous y êtes déjà allé en hiver ?",1480,99.7,42.3,3.0,26.6,2.5,,70.06
1668,Ça lui prendra du temps de se remettre de ses blessures.,3299,99.5,43.8,0.0,26.3,2.5,,70.06
1669,C'était un nouveau visage de la politique américaine.,4017,99.8,42.9,0.0,25.7,4.3,,70.06
1670,Il a eu pitié de moi et m'a aidé à m'en sortir.,145,99.7,41.9,0.0,25.1,5.0,,70.06
1671,N'oubliez pas que nous avons des devoirs à faire.,3190,99.5,41.2,2.0,25.5,4.0,,70.06
1672,"Quand j'étais un enfant, je croyais au Père Noël.",999,99.6,40.7,3.0,25.6,4.0,,70.06
1673,J'ai remarqué qu'elle était assise au premier rang.,4986,99.4,42.1,2.0,26.1,2.7,,70.06
1674,Viens donc nous rendre visite dans notre nouveau logement.,3996,99.7,45.4,0.0,27.3,1.3,,70.05
1675,De quelle sorte de logiciel se sert Tom habituellement ?,738,99.2,42.6,0.0,25.6,3.1,,70.05
1676,Tu dois enlever ton chapeau quand tu es à l'intérieur.,4428,99.6,42.9,0.0,25.7,3.8,,70.05
1677,Je n'aurais pas trouvé une explication aussi courte.,1612,99.6,42.3,0.0,25.4,4.3,,70.05
1678,Je lis souvent la Bible le soir avant d'aller dormir.,1358,99.4,43.7,0.0,26.2,2.7,,70.04
1679,"À distance, cette pierre ressemble à un visage humain.",3454,99.6,41.6,3.0,26.2,3.1,,70.04
1680,Je n'arrive pas à réfléchir correctement.,2298,99.4,36.6,0.0,22.0,10.0,,70.04
1681,Il ne peut pas y avoir de progrès sans communication.,154,99.8,43.1,0.0,25.9,4.0,,70.04
1682,J'aimerais pouvoir acquérir cette maison à bon prix.,2024,99.5,42.3,0.0,25.4,4.3,,70.03
1683,Voici l'homme dont on a volé les voitures.,4930,99.5,37.2,10.0,26.3,2.7,,70.03
1684,Il travaille dans cette entreprise du lundi au dimanche.,318,99.8,44.4,0.0,26.6,2.7,,70.03
1685,De nombreux passagers ont été blessés dans l'accident.,3397,99.4,43.4,0.0,26.0,2.9,,70.03
1686,Il faut plus de courage pour souffrir que pour mourir.,3256,99.6,42.3,2.0,26.2,3.1,,70.03
1687,Je voudrais lui offrir un cadeau pour son anniversaire.,3182,99.5,43.9,0.0,26.3,2.7,,70.02
1688,Il a décrit l'accident dans les détails à la police.,5842,99.7,43.2,0.0,25.9,3.8,,70.02
1689,Ne traverse pas la rue tant que le feu est rouge.,128,99.7,41.9,2.0,25.9,3.8,,70.02
1690,Notre relation n'est pas aussi super qu'elle était.,797,99.9,42.1,2.0,26.1,4.0,,70.02
1691,En comparaison de son frère il n'est pas si grand.,578,99.8,42.3,0.0,25.4,5.0,,70.02
1692,Il n'était pas de taille à se mesurer à un avocat.,4332,99.6,42.0,0.0,25.2,5.0,,70.02
1693,Je déteste le type qui habite la porte d'à côté.,1785,99.7,41.4,3.0,26.1,3.5,,70.02
1694,Je respecte ceux qui font toujours de leur mieux.,4263,99.7,40.8,3.0,25.7,4.3,,70.02
1695,Le résultat dépend entièrement de tes propres efforts.,3213,99.4,43.6,0.0,26.2,2.9,,70.01
1696,Maintenant je peux voir qui sont mes vrais amis.,359,99.8,40.3,3.0,25.4,5.0,,70.01
1697,Le soleil est l'étoile la plus proche de la terre.,2741,99.7,41.1,0.0,24.6,6.2,,70.01
1698,Nous n'avions pas d'autres choix que de nous battre.,922,99.8,42.0,2.0,26.0,4.0,,70.01
1699,Ce roman a été écrit par un célèbre écrivain américain.,2707,99.5,44.1,0.0,26.4,2.7,,70.01
1700,Il y avait de belles fleurs au bureau de la réception.,3333,99.6,42.9,0.0,25.7,4.0,,70.01
1701,Pas mal de gens étaient présents à la réunion d'hier.,2023,99.7,43.7,0.0,26.2,3.5,,70.00
1702,De nombreux amis de mon enfance sont également venus.,3455,99.6,41.6,0.0,25.0,5.5,,70.00
1703,J'ai entendu un bruit étrange provenant de la cuisine.,4990,99.4,43.6,0.0,26.2,2.9,,70.00
1704,Un des principaux produits de ce pays est le café.,4241,99.8,41.7,0.0,25.0,5.7,,70.00
1705,Ton idée est complètement différente de la mienne.,2442,99.3,41.4,0.0,24.8,5.0,,70.00
1706,On se voit d'un autre oeil qu'on ne voit son prochain.,3992,99.8,43.4,2.0,26.9,2.5,,70.00
1707,Regarde ce qu'elle m'a apporté pour mon anniversaire !,1338,99.6,43.1,2.0,26.7,2.5,,70.00
1708,"Beaucoup de choses se passent, de la coupe aux lèvres.",4257,99.6,41.9,3.0,26.3,3.1,,70.00
1709,Je n'aime pas vraiment les magasins de la galerie.,1623,99.6,41.7,0.0,25.0,5.3,,70.00
1710,Je crois que ce poisson est un poisson d'eau douce.,2614,99.5,41.5,2.0,25.7,4.0,,69.99
1711,Dès qu'il ouvre la bouche c'est pour se plaindre.,5529,99.6,41.9,2.0,25.9,3.8,,69.99
1712,Son nouveau roman est devenu une des meilleures ventes.,5860,99.5,43.9,0.0,26.3,2.9,,69.99
1713,Je laisse le livre chez mon voisin à votre intention.,78,99.6,43.1,0.0,25.9,4.0,,69.99
1714,Tom souhaite garder les choses telles qu'elles sont.,635,99.5,42.3,2.0,26.2,3.1,,69.99
1715,Il n'y a aucun trésor plus précieux qu'un enfant.,3538,99.6,41.9,2.0,25.9,3.8,,69.99
1716,Le résultat ne fut pas à la hauteur de nos attentes.,3798,99.6,43.2,0.0,25.9,3.8,,69.99
1717,Il est décédé le jour de l'arrivée de son fils.,2732,99.7,39.7,0.0,23.8,7.7,,69.98
1718,Tom et Marie travaillent souvent ensemble le vendredi.,3744,99.4,43.6,0.0,26.2,2.9,,69.98
1719,Bill était très aimé des autres enfants de son école.,4397,99.6,43.1,0.0,25.9,4.0,,69.98
1720,Elle était contente de lui être présentée à la fête.,1897,99.5,42.6,0.0,25.6,4.3,,69.98
1721,Dans cette activité on voit tout de suite le résultat.,2473,99.9,43.6,0.0,26.2,4.0,,69.98
1722,Il était général pendant la Seconde Guerre Mondiale.,2815,99.8,42.5,0.0,25.5,5.0,,69.98
1723,Beaucoup de passagers furent blessés dans l'accident.,4745,99.2,43.1,0.0,25.8,3.1,,69.98
1724,Les employés de bureau japonais travaillent très dur.,2803,99.3,43.1,0.0,25.8,3.3,,69.97
1725,Ce dictionnaire contient au moins cinquante mille mots.,2226,99.0,44.2,0.0,26.5,1.4,,69.97
1726,"Tom aimait Marie, qui ne l'aimait pas du tout.",4369,99.2,38.0,6.0,25.2,4.3,,69.97
1727,Il était général durant la deuxième guerre mondiale.,2842,99.8,42.5,0.0,25.5,5.0,,69.97
1728,Il n'aime ni le baseball ni le football.,1749,94.9,33.7,0.0,20.2,3.3,,69.97
1729,"Faites attention, mère, ils s'en viennent vers toi.",240,99.8,40.8,6.0,26.9,2.7,,69.97
1730,Tout le monde est responsable de ses propres actions.,158,99.8,42.9,0.0,25.7,4.6,,69.97
1731,Elle me fit signe avant d'entrer à bord de l'avion.,1691,99.7,43.7,0.0,26.2,3.5,,69.97
1732,J'essaie de ne pas trop manger pour préserver ma santé.,5331,99.6,44.6,0.0,26.7,2.4,,69.97
1733,J'en ai marre que ce soit toujours pour ma pomme !,997,99.5,41.9,2.0,25.9,3.8,,69.97
1734,Environ sept milliards d'hommes vivent dans le monde.,5802,99.6,42.9,0.0,25.7,4.3,,69.96
1735,Je lui ai demandé si il aimait la nourriture chinoise.,2957,99.3,43.6,0.0,26.2,2.9,,69.96
1736,Rien qu'une seconde ! Cet appel pourrait être important.,110,99.8,43.4,2.0,26.8,2.9,,69.96
1737,"Elle portait une robe bleue à la fête, hier.",2881,99.2,37.7,3.0,23.8,6.7,,69.96
1738,Le Canada se trouve sur la partie nord de l'Amérique.,2447,99.9,43.7,0.0,26.2,4.0,,69.96
1739,Elle essaye toujours quelque chose de nouveau.,4862,99.7,39.7,0.0,23.8,8.0,,69.96
1740,Il y avait très peu de femmes docteur à cette époque.,366,99.8,43.7,0.0,26.2,4.0,,69.96
1741,Les Japonais sont généralement travailleurs.,4697,99.3,42.1,0.0,25.3,4.4,,69.96
1742,Ce que l'auteur essaie de dire n'est pas clair.,2954,99.8,41.0,2.0,25.4,5.3,,69.96
1743,Il y a eu un public très nombreux au concert d'hier.,2137,99.8,44.1,0.0,26.4,3.5,,69.96
1744,J'ai été autorisé à prendre une semaine de congé.,3156,99.4,41.2,0.0,24.7,5.7,,69.95
1745,Peu de gens parlent parfaitement une langue étrangère.,2207,99.4,43.6,0.0,26.2,3.1,,69.95
1746,Monsieur Oh est venu au Japon pour étudier le japonais.,1941,99.4,44.1,0.0,26.4,2.7,,69.95
1747,Les enfants n'aiment pas prendre leur bain.,3079,99.6,37.5,0.0,22.5,10.0,,69.95
1748,Toi et moi sommes de bons partenaires en affaires.,4256,99.7,41.3,0.0,24.8,6.2,,69.95
1749,Beaucoup de soldats ont été blessés durant la bataille.,4886,99.5,43.9,0.0,26.3,3.1,,69.95
1750,"J'aime la musique, et j'en écoute tous les jours.",3839,99.9,40.2,3.0,25.3,5.7,,69.95
1751,L'agent de service m'a aidé à résoudre mon problème.,4750,99.5,43.2,0.0,25.9,3.8,,69.95
1752,Je ne m'étais jamais attendu à ce que ça arrive.,1195,99.8,41.4,2.0,25.7,5.0,,69.94
1753,Vous pouvez toujours compter sur lui en cas d'urgence.,146,99.8,43.6,0.0,26.2,4.0,,69.94
1754,Il faudra du temps avant qu'il aille mieux.,751,99.6,36.5,14.0,27.5,1.4,,69.94
1755,Les Chinois ont un grand drapeau et un petit livre rouges.,3869,99.6,44.7,0.0,26.8,2.5,,69.93
1756,Je suis pleinement satisfait de ma nouvelle maison.,4705,99.3,42.0,0.0,25.2,4.6,,69.93
1757,Il faut absolument qu'ils mettent à jour leur système.,3349,99.8,43.6,2.0,27.0,2.7,,69.93
1758,Une femme n'a que l'âge qu'elle paraît avoir.,132,99.8,40.1,6.0,26.4,3.8,,69.93
1759,"Un homme peut se tromper, toute une génération aussi.",1928,99.6,42.3,3.0,26.6,2.9,,69.92
1760,Tu devrais prévoir une heure pour atteindre l'aéroport.,4449,99.3,43.9,0.0,26.3,2.7,,69.92
1761,"Hier, j'ai lu une histoire vraiment intéressante.",664,99.6,40.3,3.0,25.4,5.0,,69.92
1762,Elle est celle qui a pris soin de sa blessure.,598,99.6,39.8,3.0,25.0,5.7,,69.92
1763,Vous ne devez pas descendre du train avant son arrêt.,385,99.5,43.1,0.0,25.9,4.0,,69.92
1764,"Après tout, les dieux aussi peuvent se tromper parfois.",5417,99.4,43.4,3.0,27.2,1.4,,69.92
1765,Je pars en vacances pour quelques jours.,1118,99.6,36.0,12.0,26.4,3.3,,69.91
1766,Elle n'a aucun ami ou parent pour prendre soin d'elle.,4032,99.6,43.7,0.0,26.2,3.8,,69.91
1767,Il a obtenu son diplôme de fin d'année il y a 2 semaines.,4143,99.7,43.8,0.0,26.3,3.8,,69.91
1768,Ce dictionnaire m'a été d'une grande utilité.,4987,99.4,38.8,0.0,23.2,8.3,,69.91
1769,J'ai commis les mêmes erreurs que la dernière fois.,884,99.6,42.1,2.0,26.1,4.0,,69.91
1770,J'espère que vous avez passé du bon temps à la fête.,194,99.9,44.1,2.0,27.2,2.5,,69.91
1771,Il me faut davantage d'information quant à cette affaire.,806,99.8,45.0,0.0,27.0,2.7,,69.90
1772,Je prends mon appareil photo avec moi où que j'aille.,378,99.6,43.7,2.0,27.0,2.4,,69.90
1773,Je voulais juste vérifier mon courrier électronique.,5866,99.1,43.3,0.0,26.0,3.1,,69.90
1774,Je veux la même veste que celle que tu portes.,159,99.6,38.5,6.0,25.5,5.0,,69.90
