rank,sentence,pinyin,pinyin_corrected,pinyin_reason,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score,removed
467,没事的 没事的,Méi shì de méi shì de,méi shì de méi shì de,needs formatting,It's okay. It's okay.,503,24.2,76.5,12.5,33,58.45,
468,你在和谁说话？,Nǐ zài hé shuí shuō huà?,nǐ zài hé shéi shuō huà,preferred pronunciation: shuí -> shéi,Who are you talking to?,558,28.5,77.2,8.3,7,58.40,
469,把你的手给我,Bǎ nǐ de shǒu gěi wǒ,bǎ nǐ de shǒu gěi wǒ,needs formatting,Give me your hand.,556,29.5,81.1,16.7,33,58.39,
470,我能看看吗?,Wǒ néng kàn kàn ma?,wǒ néng kàn kàn ma,needs formatting,Can I take a look?,459,23.5,80.8,25.0,45,58.35,
471,你不来吗？,Nǐ bù lái ma?,nǐ bù lái ma,needs formatting,Aren't you coming?,331,21.0,73.2,10.0,45,58.29,
472,不再是了,Bù zài shì le,bù zài shì le,needs formatting,It's not anymore.,314,21.0,74.1,12.5,14,58.27,
473,我有事要告诉你,Wǒ yǒu shì yào gàosù nǐ,wǒ yǒu shì yào gào sù nǐ,needs syllable separation: 6 words for 7 chars,I have something to tell you.,545,31.6,81.1,14.3,42,58.24,
474,你们听到了吗？,Nǐ men tīng dào le ma?,nǐ men tīng dào le ma,needs formatting,Did you hear that?,542,28.0,75.6,7.1,45,57.99,
475,我不知道你是谁,Wǒ bù zhīdào nǐ shì shuí,wǒ bù zhīdào nǐ shì shéi,preferred pronunciation: shuí -> shéi,I don't know who you are.,521,32.4,81.1,14.3,35,57.96,
476,知道这是什么吗？,Zhīdào zhè shì shénme ma?,zhī dào zhè shì shén me ma,needs syllable separation: 5 words for 7 chars,Do you know what this is?,413,31.3,80.4,14.3,46,57.96,
477,你听到了吗？,Nǐ tīng dào le ma?,nǐ tīng dào le ma,needs formatting,Did you hear that?,476,24.7,73.7,8.3,45,57.80,
478,我没事 我没事,Wǒ méi shì wǒ méi shì,wǒ méi shì wǒ méi shì,needs formatting,I'm fine. I'm fine.,504,24.2,76.4,16.7,30,57.62,
479,这不关我的事,Zhè bù guān wǒ de shì,zhè bù guān wǒ de shì,needs formatting,It's none of my business.,565,28.0,78.6,16.7,33,57.56,
480,你看到了吗？,Nǐ kàn dào le ma?,nǐ kàn dào le ma,needs formatting,Did you see it?,420,24.7,73.8,10.0,11,57.50,
481,能问你个问题吗？,Néng wèn nǐ ge wèntí ma?,néng wèn nǐ ge wèntí ma,needs formatting,Can I ask you a question?,561,31.2,76.7,8.3,5,57.33,
482,好，来吧,"Hǎo, lái ba",hǎo lái ba,needs formatting,"Okay, come on.",241,17.2,78.2,33.3,72,57.24,
483,你不是,Nǐ bù shì,nǐ bù shì,needs formatting,You're not.,208,17.8,71.7,16.7,31,57.18,
484,我会,Wǒ huì,wǒ huì,needs formatting,I will.,198,16.2,73.4,25.0,30,56.86,
485,你好,Nǐ hǎo,nǐ hǎo,needs formatting,Hello.,121,16.2,73.4,25.0,32,56.84,
486,到了,Dào le,dào le,needs formatting,Arrived.,193,13.2,61.5,0.0,1,56.80,
487,你来吗？,Nǐ lái ma?,nǐ lái ma,needs formatting,Are you coming?,242,17.2,68.9,12.5,45,56.80,
488,能帮我个忙吗？,Néng bāng wǒ ge máng ma?,néng bāng wǒ ge máng ma,needs formatting,Could you help me?,585,29.5,77.9,16.7,45,56.78,
489,我知道你是谁,Wǒ zhīdào nǐ shì shuí,wǒ zhīdào nǐ shì shéi,preferred pronunciation: shuí -> shéi,I know who you are.,462,28.5,77.3,16.7,35,56.77,
490,你知道我是谁,Nǐ zhī dào wǒ shì shuí,nǐ zhī dào wǒ shì shéi,preferred pronunciation: shuí -> shéi,You know who I am.,552,28.5,77.3,16.7,35,56.77,
491,好了，我得走了,"Hǎo le, wǒ děi zǒu le",hǎo le wǒ děi zǒu le,needs formatting,"Okay, I have to go.",568,28.2,74.3,10.0,12,56.69,
492,那是你的车吗？,Nà shì nǐ de chē ma?,nà shì nǐ de chē ma,needs formatting,Is that your car?,559,29.5,77.7,16.7,34,56.68,
493,如果你不介意的话,Rúguǒ nǐ bù jièyì de huà,rú guǒ nǐ bù jiè yì de huà,needs syllable separation: 6 words for 8 chars,If you don't mind.,590,34.7,76.3,5.6,33,56.64,
494,他没说,Tā méi shuō,tā méi shuō,needs formatting,He didn't say anything.,286,17.2,68.4,12.5,37,56.52,
495,你知道这是什么吗？,Nǐ zhīdào zhè shì shénme ma?,nǐ zhī dào zhè shì shén me ma,needs syllable separation: 6 words for 8 chars,Do you know what this is?,505,34.7,78.8,12.5,46,56.50,
496,我不会有事的,Wǒ bù huì yǒu shì de,wǒ bù huì yǒu shì de,needs formatting,I'll be fine.,515,28.0,76.5,16.7,33,56.49,
497,我说什么了？,Wǒ shuō shén me le?,wǒ shuō shén me le,needs formatting,What did I say?,473,24.7,75.7,20.0,76,56.47,
498,他说了什么？,Tā shuō le shénme?,tā shuō le shén me,needs syllable separation: 4 words for 5 chars,What did he say?,315,24.7,75.7,20.0,76,56.47,
499,他说什么了?,Tā shuō shénme le?,tā shuō shén me le ?,needs syllable separation: 4 words for 5 chars,What did he say?,316,24.7,75.7,20.0,76,56.47,
500,这是我的工作,Zhè shì wǒ de gōng zuò,zhè shì wǒ de gōng zuò,needs formatting,This is my job.,589,28.5,76.7,16.7,33,56.46,
501,我给你看样东西,Wǒ gěi nǐ kàn yàng dōngxi,wǒ gěi nǐ kàn yàng dōng xī,needs syllable separation: 6 words for 7 chars,Let me show you something.,573,31.6,77.4,14.3,60,56.36,
502,快来,Kuài lái,kuài lái,needs formatting,Come quickly!,190,13.2,67.2,16.7,66,56.33,
503,我会没事的,Wǒ huì méi shì de,wǒ huì méi shì de,needs formatting,I'll be fine.,432,24.8,75.4,20.0,33,56.30,
504,我可没这么说,Wǒ kě méi zhè me shuō,wǒ kě méi zhè me shuō,needs formatting,I didn't say that.,536,28.5,73.0,8.3,30,56.28,
505,我没这么说,Wǒ méi zhè me shuō,wǒ méi zhè me shuō,needs formatting,I didn't say that.,437,24.7,71.3,10.0,30,56.24,
506,没什么,Méi shénme,méi shén me,needs syllable separation: 2 words for 3 chars,Nothing.,165,23.3,79.7,33.3,76,56.21,
507,你来吧,Nǐ lái ba,nǐ lái ba,needs formatting,You come.,240,17.2,68.9,16.7,4,55.96,
508,知道了吧,Zhīdào le ba,zhī dào le ba,needs syllable separation: 3 words for 4 chars,"You know now, right?",295,21.0,74.3,25.0,78,55.86,
509,你好 你好,Nǐ hǎo nǐ hǎo,nǐ hǎo nǐ hǎo,needs formatting,"Hello, hello.",308,19.8,73.4,25.0,32,55.74,
510,我没说,Wǒ méi shuō,wǒ méi shuō,needs formatting,I didn't say.,285,17.2,68.4,16.7,30,55.68,
511,你救了我的命,Nǐ jiù le wǒ de mìng,nǐ jiù le wǒ de mìng,needs formatting,You saved my life!,582,29.5,75.7,16.7,33,55.68,
512,你没听说吗,Nǐ méi tīng shuō ma,nǐ méi tīng shuō ma,needs formatting,Haven't you heard?,478,24.7,69.3,8.3,45,55.57,
513,这是什么啊,Zhè shì shénme a,zhè shì shén me a,needs syllable separation: 4 words for 5 chars,What is this?,357,24.8,73.9,20.0,58,55.53,
514,我想你了,Wǒ xiǎng nǐ le,wǒ xiǎng nǐ le,needs formatting,I miss you.,338,21.3,73.8,25.0,70,55.51,
515,我看到你了,Wǒ kàn dào nǐ le,wǒ kàn dào nǐ le,needs formatting,I saw you.,423,24.7,73.8,20.0,60,55.50,
516,你们准备好了吗,Nǐ men zhǔnbèi hǎo le ma,nǐ men zhǔn bèi hǎo le ma,needs syllable separation: 6 words for 7 chars,Are you ready?,570,32.2,75.8,14.3,50,55.38,
517,我爱你 我爱你,Wǒ ài nǐ wǒ ài nǐ,wǒ ài nǐ wǒ ài nǐ,needs formatting,"I love you, I love you.",522,27.8,74.1,16.7,20,55.37,
518,我说了,Wǒ shuō le,wǒ shuō le,needs formatting,I said it.,232,17.2,67.7,16.7,30,55.33,
519,你听说了吗？,Nǐ tīng shuō le ma?,nǐ tīng shuō le ma,needs formatting,Did you hear about it?,477,24.7,68.7,8.3,45,55.31,
520,没什么大不了,Méi shén me dà bù liǎo,méi shén me dà bù liǎo,needs formatting,It's no big deal.,579,31.5,76.1,16.7,76,55.27,
521,你看到什么了？,Nǐ kàn dào shénme le?,nǐ kàn dào shén me le,needs syllable separation: 5 words for 6 chars,What did you see?,421,28.0,73.8,16.7,76,55.17,
522,你看到了什么？,Nǐ kàn dào le shén me?,nǐ kàn dào le shén me,needs formatting,What did you see?,525,28.0,73.8,16.7,76,55.17,
523,没什么，没什么,"Méi shén me, méi shén me",méi shén me méi shén me,needs formatting,"Nothing, nothing.",527,27.8,79.7,33.3,76,54.86,
524,来啊,Lái a,lái a,needs formatting,Come on!,158,13.2,67.3,25.0,9,54.68,
525,就是这样了,Zhè jiù shì zhè yàng le,zhè jiù shì zhè yàng le,needs formatting,That's it.,546,24.8,67.6,10.0,31,54.38,
526,谢,Xiè,xiè,needs formatting,Thank you.,44,9.1,54.2,0.0,1,54.36,
527,德.,Dé.,dé,needs formatting,Germany.,100,9.1,54.1,0.0,1,54.31,
528,我会打电话给你,Wǒ huì dǎ diànhuà gěi nǐ,wǒ huì dǎ diàn huà gěi nǐ,needs syllable separation: 6 words for 7 chars,I'll call you.,583,31.3,70.1,7.1,30,54.21,
529,风,Fēng,fēng,needs formatting,Wind.,63,9.1,53.8,0.0,1,54.17,
530,你说了,Nǐ shuō le,nǐ shuō le,needs formatting,You said it.,235,17.2,58.4,0.0,1,54.04,
531,这是我的,Zhè shì wǒ de,zhè shì wǒ de,needs formatting,This is mine.,311,21.3,70.9,25.0,33,54.04,
532,这是你的吗？,Zhè shì nǐ de ma?,zhè shì nǐ de ma,needs formatting,Is this yours?,401,25.4,71.2,20.0,34,53.96,
533,剑,Jiàn,jiàn,needs formatting,Sword.,32,9.1,53.1,0.0,1,53.84,
534,你在这做什么？,Nǐ zài zhè zuò shénme?,nǐ zài zhè zuò shén me,needs syllable separation: 5 words for 6 chars,What are you doing here?,442,28.5,71.2,16.7,76,53.69,
535,有了,Yǒu le,yǒu le,needs formatting,Got it.,152,13.2,61.5,16.7,42,53.47,
536,你在这啊,Nǐ zài zhè a,nǐ zài zhè a,needs formatting,You're here!,361,21.3,63.9,12.5,9,53.07,
537,你不会有事的,Nǐ bù huì yǒu shì de,nǐ bù huì yǒu shì de,needs formatting,You'll be alright.,514,28.0,69.5,16.7,44,53.03,
538,你说了什么？,Nǐ shuō le shénme?,nǐ shuō le shén me,needs syllable separation: 4 words for 5 chars,What did you say?,317,24.7,68.8,20.0,76,53.01,
539,来吧，来吧,"Lái ba, lái ba",lái ba lái ba,needs formatting,"Come on, come on.",326,18.8,67.3,25.0,4,52.98,
540,来啊，来啊,"Lái a, lái a",lái a lái a,needs formatting,"Come on, come on!",358,18.8,67.3,25.0,9,52.98,
541,没啊,Méi a,méi a,needs formatting,No.,164,13.2,62.6,25.0,9,52.34,
542,这倒是真的,Zhè dào shì zhēn de,zhè dào shì zhēn de,needs formatting,That's true.,424,24.8,67.0,20.0,34,52.08,
543,你要说什么？,Nǐ yào shuō shénme?,nǐ yào shuō shén me,needs syllable separation: 4 words for 5 chars,What do you want to say?,348,24.8,66.6,20.0,76,51.86,
544,是了,Shì le,shì le,needs formatting,That's right.,107,13.2,61.5,25.0,31,51.80,
545,好了,Hǎole,hǎo le,needs syllable separation: 1 words for 2 chars,Okay.,90,13.2,61.5,25.0,32,51.80,
546,说了,Shuō le,shuō le,needs formatting,Said.,136,13.2,51.5,0.0,1,51.80,
547,去了,Qù le,qù le,needs formatting,Gone.,176,13.2,61.5,25.0,6,51.80,
548,来嘛,Lái ma,lái ma,needs formatting,Come on.,139,13.2,57.2,16.7,97,51.30,
549,你知道了？,Nǐ zhīdào le?,nǐ zhī dào le,needs syllable separation: 3 words for 4 chars,You know?,294,21.0,65.1,25.0,78,51.25,
550,这不是你的错,Zhè bù shì nǐ de cuò,zhè bù shì nǐ de cuò,needs formatting,It's not your fault.,531,28.5,65.4,16.7,34,50.79,
551,好了，来吧,"Hǎo le, lái ba",hǎo le lái ba,needs formatting,"Okay, come on.",328,21.3,64.4,25.0,72,50.79,
552,这是你的,Zhè shì nǐ de,zhè shì nǐ de,needs formatting,This is yours.,312,21.3,64.0,25.0,34,50.58,
553,这是你吗？,Zhè shì nǐ ma?,zhè shì nǐ ma,needs formatting,Is this you?,310,21.3,64.0,25.0,46,50.58,
554,没事 没事,Méi shì méi shì,méi shì méi shì,needs formatting,It's okay. It's okay.,364,19.8,52.9,0.0,1,50.50,
555,你在这干嘛？,Nǐ zài zhè gàn ma?,nǐ zài zhè gàn ma,needs formatting,What are you doing here?,456,24.7,58.9,8.3,38,50.39,
556,好了，好了,"Hǎo le, hǎo le",hǎo le hǎo le,needs formatting,"Okay, okay.",306,18.8,61.5,25.0,32,50.10,
557,你来,Nǐ lái,nǐ lái,needs formatting,You come.,141,13.2,53.4,16.7,97,49.43,
558,怎,Zěn,zěn,needs formatting,How?,35,9.1,53.4,25.0,82,48.99,
559,我要了,Wǒ yào le,wǒ yào le,needs formatting,I'll take it.,268,17.8,61.5,33.3,75,48.76,
560,知道了,Zhīdào le,zhī dào le,needs syllable separation: 2 words for 3 chars,I know.,167,17.8,61.5,33.3,78,48.76,
561,这是我,Zhè shì wǒ,zhè shì wǒ,needs formatting,This is me.,220,17.2,61.2,33.3,35,48.74,
562,我在这,Wǒ zài zhè,wǒ zài zhè,needs formatting,I'm here.,226,17.2,61.2,33.3,38,48.74,
563,他在这,Tā zài zhè,tā zài zhè,needs formatting,He's here.,225,17.2,61.2,33.3,43,48.74,
564,这很好,Zhè hěn hǎo,zhè hěn hǎo,needs formatting,This is good.,269,17.2,61.2,33.3,55,48.74,
565,这是什么？,Zhè shì shénme?,zhè shì shén me,needs syllable separation: 3 words for 4 chars,What is this?,219,22.3,60.9,25.0,76,48.74,
566,这是真的,Zhè shì zhēn de,zhè shì zhēn de,needs formatting,This is true.,390,22.3,60.6,25.0,34,48.62,
567,她来了,Tā lái le,tā lái le,needs formatting,She came.,243,17.2,52.5,12.5,97,48.58,
568,你没事了,Nǐ méi shì le,nǐ méi shì le,needs formatting,You're okay now.,367,21.0,49.4,0.0,1,48.41,
569,你在这,Nǐ zài zhè,nǐ zài zhè,needs formatting,You're here.,227,17.2,51.9,12.5,38,48.30,
570,你在这干什么？,Nǐ zài zhè gàn shén me?,nǐ zài zhè gàn shén me,needs formatting,What are you doing here?,526,28.0,58.8,16.7,76,47.66,
571,这是你,Zhè shì nǐ,zhè shì nǐ,needs formatting,This is you.,221,17.2,51.9,16.7,31,47.46,
