rank,sentence,pinyin,pinyin_corrected,pinyin_reason,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score,removed
518,快告诉我,Kuài gàosù wǒ,kuài gào sù wǒ,needs syllable separation: 3 words for 4 chars,Tell me quickly.,1482,21.0,100.0,10.0,31,71.68,
519,他叫什么？,Tā jiào shén me?,tā jiào shén me,needs formatting,What's his name?,2409,21.0,100.0,10.0,48,71.68,
520,我在工作,Wǒ zài gōng zuò,wǒ zài gōng zuò,needs formatting,I'm working.,2732,21.0,100.0,10.0,31,71.68,
521,有问题吗？,Yǒu wèntí ma?,yǒu wèn tí ma,needs syllable separation: 3 words for 4 chars,Any problems?,1406,21.0,100.0,10.0,32,71.68,
522,还有人吗？,Hái yǒu rén ma?,hái yǒu rén ma,needs formatting,Is there anyone else?,2126,21.0,100.0,10.0,32,71.68,
523,她叫什么？,Tā jiào shénme?,tā jiào shén me,needs syllable separation: 3 words for 4 chars,What's her name?,1604,21.0,100.0,10.0,68,71.68,
524,有时间吗？,Yǒu shíjiān ma?,yǒu shí jiān ma,needs syllable separation: 3 words for 4 chars,Do you have time?,1824,21.0,100.0,10.0,32,71.68,
525,看看她,Kàn kàn tā,kàn kàn tā,needs formatting,Look at her.,1022,16.5,99.9,16.7,78,71.68,
526,当然是我,Dāngrán shì wǒ,dāng rán shì wǒ,needs syllable separation: 3 words for 4 chars,Of course it's me.,1385,21.0,100.0,10.0,31,71.68,
527,我的朋友,Wǒ de péngyō,wǒ de péng yǒu,needs syllable separation: 3 words for 4 chars,My friend.,1898,21.0,100.0,10.0,31,71.68,
528,我才没有,Wǒ cái méiyǒu,wǒ cái méi yǒu,needs syllable separation: 3 words for 4 chars,I didn't.,1724,21.0,100.0,10.0,31,71.68,
529,好 开始吧,Hǎo kāishǐ ba,hǎo   kāi shǐ ba,needs syllable separation: 3 words for 4 chars,"Okay, let's begin.",1800,21.0,100.0,10.0,41,71.68,
530,好的 当然,Hǎo de dāng rán,hǎo de dāng rán,needs formatting,"Okay, sure.",2649,21.0,100.0,10.0,41,71.68,
531,看看吧,Kàn kan ba,kàn kan ba,needs formatting,Let's see.,1877,16.5,99.9,16.7,46,71.68,
532,我明白的,Wǒ míngbai de,wǒ míng bái de,needs syllable separation: 3 words for 4 chars,I understand.,1502,21.0,100.0,10.0,31,71.68,
533,再做一次,Zài zuò yīcì,zài zuò yī cì,needs syllable separation: 3 words for 4 chars,Do it again.,1977,21.0,100.0,10.0,39,71.68,
534,我相信他,Wǒ xiāo xìn tā,wǒ xiāo xìn tā,needs formatting,I believe him.,2867,21.0,100.0,10.0,31,71.68,
535,我当然会,Wǒ dāngrán huì,wǒ dāng rán huì,needs syllable separation: 3 words for 4 chars,Of course I will.,1373,21.0,100.0,10.0,31,71.68,
536,还等什么？,Hái děng shénme?,hái děng shén me,needs syllable separation: 3 words for 4 chars,What are you waiting for?,1259,21.0,100.0,10.0,37,71.68,
537,我哪知道,Wǒ nǎ zhī dào,wǒ nǎ zhī dào,needs formatting,How would I know?,2362,21.0,100.0,10.0,31,71.68,
538,相信我吧,Xiāngxìn wǒ ba,xiāng xìn wǒ ba,needs syllable separation: 3 words for 4 chars,Trust me.,1572,21.0,99.9,10.0,31,71.67,
539,我没有钱,Wǒ méiyǒu qián,wǒ méi yǒu qián,needs syllable separation: 3 words for 4 chars,I don't have any money.,671,21.0,99.9,10.0,31,71.67,
540,那孩子呢？,Nà háizi ne?,nà hái zi ne,needs syllable separation: 3 words for 4 chars,Where's the child?,1907,21.0,99.9,10.0,35,71.67,
541,我就回来,Wǒ jiù huí lái,wǒ jiù huí lái,needs formatting,I'll be right back.,2182,21.0,99.9,10.0,31,71.67,
542,多少？,Duōshao?,duōshao,needs formatting,How much?,9,16.2,99.7,16.7,58,71.67,
543,我看一下,Wǒ kàn yīxià,wǒ kàn yī xià,needs syllable separation: 3 words for 4 chars,Let me see.,1534,21.0,99.9,10.0,31,71.67,
544,准备好吗？,Zhǔn bèi hǎo ma?,zhǔn bèi hǎo ma,needs formatting,Are you ready?,2742,21.0,99.9,10.0,32,71.67,
545,妈妈呢？,Māma ne?,māma ne,needs formatting,Where's mom?,280,16.5,99.9,16.7,45,71.67,
546,我很抱歉,Wǒ hěn bàoqiàn,wǒ hěn bào qiàn,needs syllable separation: 3 words for 4 chars,I'm very sorry.,769,21.0,99.9,10.0,31,71.67,
547,我只是想,Wǒ zhǐshì xiǎng,wǒ zhǐ shì xiǎng,needs syllable separation: 3 words for 4 chars,I just want to.,1734,21.0,99.9,10.0,31,71.67,
548,一定会的,Yī dìng huì de,yī dìng huì de,needs formatting,Definitely.,2589,21.0,99.9,10.0,32,71.67,
549,我意思是,Wǒ yìsi shì,wǒ yì si shì,needs syllable separation: 3 words for 4 chars,I mean...,1361,21.0,99.9,10.0,31,71.67,
550,感觉很好,Gǎnjué hěn hǎo,gǎn jué hěn hǎo,needs syllable separation: 3 words for 4 chars,It feels very good.,1886,21.0,99.9,10.0,41,71.67,
551,才没有呢,Cái méiyǒu ne,cái méi yǒu ne,needs syllable separation: 3 words for 4 chars,No way!,1715,21.0,99.9,10.0,45,71.67,
552,晚上,Wǎnshang,wǎnshang,needs formatting,Evening.,66,16.2,99.7,16.7,51,71.67,
553,我真抱歉,Wǒ zhēn bàoqiàn,wǒ zhēn bào qiàn,needs syllable separation: 3 words for 4 chars,I'm really sorry.,770,21.0,99.9,10.0,31,71.67,
554,我好高兴,Wǒ hǎo gāoxìng,wǒ hǎo gāo xìng,needs syllable separation: 3 words for 4 chars,I'm so happy!,1727,21.0,99.9,10.0,31,71.67,
555,爸爸呢？,Bàba ne?,bà bà ne,needs syllable separation: 2 words for 3 chars,Where's dad?,260,16.5,99.9,16.7,45,71.67,
556,我需要钱,Wǒ xūyào qián,wǒ xū yào qián,needs syllable separation: 3 words for 4 chars,I need money.,753,21.0,99.9,10.0,31,71.67,
557,好，等等,"Hǎo, děng děng",hǎo děng děng,needs formatting,"Okay, wait a minute.",1258,16.5,99.9,16.7,41,71.67,
558,我很高兴,Wǒ hěn gāoxìng,wǒ hěn gāo xìng,needs syllable separation: 3 words for 4 chars,I'm very happy.,1726,21.0,99.9,10.0,31,71.67,
559,我的名字？,Wǒ de míng zi?,wǒ de míng zi,needs formatting,My name?,2692,21.0,99.9,10.0,31,71.67,
560,我认识他,Wǒ rènshi tā,wǒ rèn shí tā,needs syllable separation: 3 words for 4 chars,I know him.,1691,21.0,99.9,10.0,31,71.66,
561,要喝什么？,Yào hē shénme?,yào hē shén me,needs syllable separation: 3 words for 4 chars,What do you want to drink?,1683,21.0,99.9,10.0,88,71.66,
562,我很担心,Wǒ hěn dānxīn,wǒ hěn dān xīn,needs syllable separation: 3 words for 4 chars,I'm very worried.,820,21.0,99.9,10.0,31,71.66,
563,那是哪里？,Nà shì nǎ lǐ?,nà shì nǎ lǐ,needs formatting,Where is that?,2324,21.0,99.9,10.0,35,71.66,
564,重要的是,Zhòngyào de shì,zhòng yào de shì,needs syllable separation: 3 words for 4 chars,What's important is...,1989,21.0,99.9,10.0,89,71.66,
565,算我一个,Suàn wǒ yīgè,suàn wǒ yí gè,needs syllable separation: 3 words for 4 chars,Count me in.,1962,21.0,99.9,10.0,31,71.66,
566,好的 再见,Hǎo de zàijiàn,hǎo de   zài jiàn,needs syllable separation: 3 words for 4 chars,"Okay, goodbye.",1912,21.0,99.9,10.0,41,71.65,
567,再等等,Zài děng děng,zài děng děng,needs formatting,Wait a little longer.,1261,16.5,99.9,16.7,69,71.65,
568,再快一点,Zài kuài yīdiǎn,zài kuài yì diǎn,needs syllable separation: 3 words for 4 chars,A little faster!,1647,21.0,99.9,10.0,63,71.65,
569,她漂亮吗？,Tā piàoliang ma?,tā piào liàng ma,needs syllable separation: 3 words for 4 chars,Is she pretty?,1777,21.0,99.9,10.0,32,71.65,
570,马上就好,Mǎ shàng jiù hǎo,mǎ shàng jiù hǎo,needs formatting,It'll be ready soon.,2708,21.0,99.9,10.0,35,71.65,
571,我马上到,Wǒ mǎshàng dào,wǒ mǎ shàng dào,needs syllable separation: 3 words for 4 chars,I'll be right there.,1919,21.0,99.9,10.0,31,71.65,
572,带他过来,Dài tā guòlái,dài tā guò lái,needs syllable separation: 3 words for 4 chars,Bring him over.,1808,21.0,99.9,10.0,48,71.65,
573,马上就到,Mǎ shàng jiù dào,mǎ shàng jiù dào,needs formatting,I'll be there soon.,2709,21.0,99.9,10.0,35,71.65,
574,有多少人？,Yǒu duōshao rén?,yǒu duōshao rén,needs formatting,How many people?,1982,21.0,99.9,10.0,58,71.65,
575,我想回家,Wǒ xiǎng huí jiā,wǒ xiǎng huí jiā,needs formatting,I want to go home.,2287,21.0,99.9,10.0,31,71.65,
576,听得到吗？,Tīng dé dào ma?,tīng dé dào ma,needs formatting,Can you hear me?,2597,21.0,99.9,10.0,32,71.65,
577,我的女儿,Wǒ de nǚ'ér,wǒ de nǚ ér,missing syllables: 3 for 4 chars,My daughter.,2582,21.0,99.9,10.0,31,71.65,
578,带我回家,Dài wǒ huí jiā,dài wǒ huí jiā,needs formatting,Take me home.,2522,21.0,99.9,10.0,31,71.63,
579,让他进来,Ràng tā jìnlái,ràng tā jìn lái,needs syllable separation: 3 words for 4 chars,Let him in.,1970,21.0,99.9,10.0,38,71.63,
580,我好害怕,Wǒ hǎo hàipà,wǒ hǎo hài pà,needs syllable separation: 3 words for 4 chars,I'm so scared.,858,21.0,99.9,10.0,31,71.63,
581,我的母亲,Wǒ de mǔ qīn,wǒ de mǔ qīn,needs formatting,My mother.,2834,21.0,99.9,10.0,31,71.63,
582,我很害怕,Wǒ hěn hàipà,wǒ hěn hài pà,needs syllable separation: 3 words for 4 chars,I'm very scared.,857,21.0,99.9,10.0,31,71.63,
583,进来,Jìnlái,jìn lái,needs syllable separation: 1 words for 2 chars,Come in.,8,16.2,99.6,16.7,93,71.63,
584,我想帮忙,Wǒ xiǎng bāngmáng,wǒ xiǎng bāng máng,needs syllable separation: 3 words for 4 chars,I want to help.,1951,21.0,99.8,10.0,31,71.62,
585,要帮忙吗？,Yào bāngmáng ma?,yào bāng máng ma,needs syllable separation: 3 words for 4 chars,Need help?,1949,21.0,99.8,10.0,32,71.62,
586,我很快乐,Wǒ hěn kuài lè,wǒ hěn kuài lè,needs formatting,I am very happy.,2743,21.0,99.8,10.0,31,71.62,
587,听到,Tīngdào,tīng dào,needs syllable separation: 1 words for 2 chars,Heard.,14,16.2,99.6,16.7,57,71.62,
588,她很可爱,Tā hěn kě'ài,tā hěn kě ài,missing syllables: 3 for 4 chars,She is very cute.,2204,21.0,99.8,10.0,44,71.61,
589,那是真的,Nà shì zhēn de,nà shì zhēn de,needs formatting,That's true.,2012,21.0,99.8,10.0,35,71.61,
590,她真可爱,Tā zhēn kě'ài,tā zhēn kě ài,missing syllables: 3 for 4 chars,She's so cute!,2206,21.0,99.8,10.0,71,71.61,
591,我很紧张,Wǒ hěn jǐnzhāng,wǒ hěn jǐn zhāng,needs syllable separation: 3 words for 4 chars,I'm very nervous.,950,21.0,99.8,10.0,31,71.61,
592,约会？,Yuēhuì?,yuē huì,needs syllable separation: 1 words for 2 chars,A date?,301,16.2,99.6,16.7,32,71.60,
593,那是我的,Nà shì wǒ de,nà shì wǒ de,needs formatting,That's mine.,2010,21.3,100.0,10.0,31,71.60,
594,她在睡觉,Tā zài shuì jiào,tā zài shuì jiào,needs formatting,She is sleeping.,2540,21.0,99.8,10.0,76,71.59,
595,我很生气,Wǒ hěn shēngqì,wǒ hěn shēng qì,needs syllable separation: 3 words for 4 chars,I'm very angry.,985,21.0,99.8,10.0,31,71.59,
596,做得很好,Zuò de hěn hǎo,zuò de hěn hǎo,needs formatting,Well done.,2044,21.3,100.0,10.0,39,71.59,
597,原谅我吧,Yuán liàng wǒ ba,yuán liàng wǒ ba,needs formatting,Forgive me.,1438,21.0,99.7,10.0,31,71.57,
598,我认真的,Wǒ rèn zhēn de,wǒ rèn zhēn de,needs formatting,I'm serious.,2750,21.0,99.7,10.0,31,71.57,
599,好的 谢谢,Hǎo de xièxie,hǎo de   xiè xiè,needs syllable separation: 3 words for 4 chars,"Okay, thank you.",1315,19.8,100.0,12.5,41,71.56,
600,很好，谢谢,"Hěn hǎo, xièxie",hěn hǎo xièxie,needs formatting,"Very good, thank you.",1316,19.8,100.0,12.5,41,71.56,
601,看什么看？,Kàn shénme kàn?,kàn shén me kàn,needs syllable separation: 3 words for 4 chars,What are you looking at?,555,19.8,100.0,12.5,78,71.56,
602,好吧 谢谢,Hǎo ba xièxie,hǎo ba xièxie,needs formatting,"Okay, thank you.",1318,19.8,100.0,12.5,41,71.56,
603,我就是我,Wǒ jiùshì wǒ,wǒ jiù shì wǒ,needs syllable separation: 3 words for 4 chars,I am who I am.,1362,19.8,100.0,12.5,31,71.55,
604,每个人都知道,Měi gè rén dōu zhīdào,měi gè rén dōu zhī dào,needs syllable separation: 5 words for 6 chars,Everyone knows.,3119,28.0,99.9,0.0,1,71.55,
605,我的妈妈,Wǒ de māma,wǒ de mā mā,needs syllable separation: 3 words for 4 chars,My mother.,1861,19.8,100.0,12.5,31,71.55,
606,好的，妈妈,"Hǎo de, māma",hǎo de mā mā,needs syllable separation: 3 words for 4 chars,"Okay, Mom.",1864,19.8,100.0,12.5,41,71.55,
607,好 非常好,Hǎo fēi cháng hǎo,hǎo fēi cháng hǎo,needs formatting,"Good, very good.",2761,19.8,100.0,12.5,41,71.55,
608,好的 爸爸,Hǎo de bà ba,hǎo de bà ba,needs formatting,"Okay, Dad.",2596,19.8,99.9,12.5,41,71.55,
609,我猜是的,Wǒ cāi shì de,wǒ cāi shì de,needs formatting,I guess so.,2638,21.3,99.9,10.0,31,71.55,
610,我猜是吧,Wǒ cāi shì ba,wǒ cāi shì ba,needs formatting,I guess so.,2639,21.3,99.9,10.0,31,71.55,
611,还要,Hái yào,hái yào,needs formatting,Still need.,526,16.2,99.4,16.7,37,71.54,
612,多久？,Duō jiǔ?,duō jiǔ,needs formatting,How long?,828,16.2,99.4,16.7,58,71.53,
613,对，是的,"Duì, shì de",duì shì de,needs formatting,"Yes, that's right.",1147,17.2,100.0,16.7,26,71.49,
614,好，我去,"Hǎo, wǒ qù",hǎo wǒ qù,needs formatting,"Okay, I'll go.",1018,17.2,100.0,16.7,25,71.49,
615,我想去,Wǒ xiǎng qù,wǒ xiǎng qù,needs formatting,I want to go.,1012,17.2,100.0,16.7,25,71.48,
616,啊 是吗,Ā shì ma,ā shì ma,needs formatting,"Oh, really?",1745,17.2,100.0,16.7,27,71.48,
617,我去吧,Wǒ qù ba,wǒ qù ba,needs formatting,I'll go.,1017,17.2,100.0,16.7,25,71.48,
618,好，去吧,"Hǎo, qù ba",hǎo qù ba,needs formatting,"Okay, go.",1013,17.2,100.0,16.7,25,71.48,
619,让他去,Ràng tā qù,ràng tā qù,needs formatting,Let him go.,1290,17.2,100.0,16.7,25,71.48,
620,还不走？,Hái bù zǒu?,hái bù zǒu,needs formatting,Still not leaving?,574,17.2,100.0,16.7,1,71.48,
621,我想死,Wǒ xiǎng sǐ,wǒ xiǎng sǐ,needs formatting,I want to die.,603,17.2,100.0,16.7,4,71.48,
622,快去吧,Kuài qù ba,kuài qù ba,needs formatting,Go quickly!,1038,17.2,100.0,16.7,25,71.47,
623,去找他,Qù zhǎo tā,qù zhǎo tā,needs formatting,Go find him.,1694,17.2,100.0,16.7,25,71.47,
624,噢，是的,"Ó, shì de",ó shì de,needs formatting,"Oh, yes.",1184,17.2,93.3,0.0,1,71.47,
625,我去拿,Wǒ qù ná,wǒ qù ná,needs formatting,I'll go get it.,1686,17.2,100.0,16.7,25,71.47,
626,拿去吧,Ná qù ba,ná qù ba,needs formatting,Here you go.,1674,17.2,99.9,16.7,25,71.47,
627,放她走!,Fàng tā zǒu!,fàng tā zǒu,needs formatting,Let her go!,1359,17.2,99.9,16.7,7,71.45,
628,喂 是我,Wèi shì wǒ,wèi shì wǒ,needs formatting,"Hello, it's me.",1301,17.2,99.9,16.7,30,71.45,
629,哪个？,Nǎ ge?,nǎ ge,needs formatting,Which one?,739,16.2,99.2,16.7,76,71.43,
630,什么时候开始？,Shénme shíhòu kāishǐ?,shén me shí hòu kāi shǐ,needs syllable separation: 3 words for 6 chars,When does it start?,1778,28.5,99.9,0.0,1,71.42,
631,什么时候回来,Shénme shíhòu huílai,shén me shí hòu huí lái,needs syllable separation: 3 words for 6 chars,When will you be back?,1759,28.5,99.9,0.0,1,71.41,
632,恩 是的,Ēn shì de,ēn shì de,needs formatting,"Mm, yes.",1964,17.2,93.2,0.0,1,71.41,
633,一 二 三,Yī èr sān,yī èr sān,needs formatting,One two three.,1928,17.2,99.8,16.7,16,71.37,
634,三 二 一,Sān èr yī,sān èr yī,needs formatting,"Three, two, one.",1929,17.2,99.8,16.7,16,71.37,
635,我们去,Wǒmen qù,wǒ men qù,needs syllable separation: 2 words for 3 chars,Let's go.,520,17.8,100.0,16.7,25,71.33,
636,我要去,Wǒ yào qù,wǒ yào qù,needs formatting,I'm going.,1015,17.8,100.0,16.7,25,71.33,
637,不，没有,"Bù, méiyǒu",bù méi yǒu,needs syllable separation: 2 words for 3 chars,"No, there isn't.",557,17.8,100.0,16.7,1,71.33,
638,别看我,Bié kàn wǒ,bié kàn wǒ,needs formatting,Don't look at me.,560,17.8,100.0,16.7,2,71.33,
639,不 但是,Bù dàn shì,bù dàn shì,needs formatting,"No, but...",1466,17.8,100.0,16.7,1,71.32,
640,没有啊,Méiyǒu a,méi yǒu a,needs syllable separation: 2 words for 3 chars,"No, there isn't.",556,17.8,100.0,16.7,27,71.32,
641,干得好,Gàn de hǎo,gàn de hǎo,needs formatting,Well done!,1161,17.8,100.0,16.7,5,71.32,
642,这个啊,Zhège a,zhè ge a,needs syllable separation: 2 words for 3 chars,"This one, ah.",646,17.8,100.0,16.7,27,71.32,
643,不喜欢,Bù xǐhuan,bù xǐ huān,needs syllable separation: 2 words for 3 chars,Don't like.,198,17.8,100.0,16.7,1,71.32,
644,不可能,Bù kě néng,bù kě néng,needs formatting,Impossible.,628,17.8,100.0,16.7,1,71.32,
645,不需要,Bù xūyào,bù xū yào,needs syllable separation: 2 words for 3 chars,It's not necessary.,851,17.8,100.0,16.7,1,71.32,
646,起来啊,Qǐ lái a,qǐ lái a,needs formatting,Get up!,1467,17.8,99.9,16.7,27,71.31,
647,不一样,Bù yīyàng,bù yí yàng,needs syllable separation: 2 words for 3 chars,It's different.,981,17.8,99.9,16.7,1,71.31,
648,一起去,Yī qǐ qù,yī qǐ qù,needs formatting,Let's go together.,1479,17.8,99.9,16.7,25,71.31,
649,当然不,Dāngrán bù,dāng rán bù,needs syllable separation: 2 words for 3 chars,Of course not.,666,17.8,99.9,16.7,1,71.31,
650,没有错,Méiyǒu cuò,méi yǒu cuò,needs syllable separation: 2 words for 3 chars,There's no mistake.,595,17.8,99.9,16.7,6,71.31,
651,不相信,Bù xiāngxìn,bù xiāng xìn,needs syllable separation: 2 words for 3 chars,Don't believe it.,202,17.8,99.9,16.7,1,71.31,
652,不明白,Bù míngbai,bù míng bái,needs syllable separation: 2 words for 3 chars,I don't understand.,196,17.8,99.9,16.7,1,71.31,
653,就是啊,Jiùshì a,jiù shì a,needs syllable separation: 2 words for 3 chars,That's right.,681,17.8,99.9,16.7,27,71.30,
654,对 当然,Duì dāngrán,duì   dāng rán,needs syllable separation: 2 words for 3 chars,"Yes, of course.",673,17.8,99.9,16.7,26,71.30,
655,不 只是,Bù zhǐshì,bù   zhǐ shì,needs syllable separation: 2 words for 3 chars,Not just.,891,17.8,99.9,16.7,1,71.30,
656,请快点,Qǐng kuài diǎn,qǐng kuài diǎn,needs formatting,Please hurry.,1305,17.8,99.9,16.7,29,71.30,
657,不要去,Bùyào qù,bú yào qù,needs syllable separation: 2 words for 3 chars,Don't go.,215,17.8,99.9,16.7,1,71.30,
658,我们知道,Wǒmen zhīdào,wǒ men zhī dào,needs syllable separation: 2 words for 4 chars,We know.,518,22.3,100.0,10.0,31,71.29,
659,不错吧,Bù cuò ba,bù cuò ba,needs formatting,"Not bad, right?",1267,17.8,99.9,16.7,1,71.29,
660,不要看,Bùyào kàn,bú yào kàn,needs syllable separation: 2 words for 3 chars,Don't look.,218,17.8,99.9,16.7,1,71.29,
661,不要走,Bùyào zǒu,bú yào zǒu,needs syllable separation: 2 words for 3 chars,Don't go.,214,17.8,99.9,16.7,1,71.29,
662,我们没有,Wǒmen méiyǒu,wǒ men méi yǒu,needs syllable separation: 2 words for 4 chars,We don't have.,161,22.3,100.0,10.0,31,71.29,
663,不记得,Bù jì de,bù jì de,needs formatting,Don't remember.,1992,17.8,99.9,16.7,1,71.29,
664,我们可以,Wǒ men kě yǐ,wǒ men kě yǐ,needs formatting,We can.,2452,22.3,100.0,10.0,31,71.29,
665,做点什么,Zuò diǎn shénme,zuò diǎn shén me,needs syllable separation: 3 words for 4 chars,Do something.,1163,22.3,100.0,10.0,39,71.29,
666,过来啊,Guò lái a,guò lái a,needs formatting,Come here!,1410,17.8,99.9,16.7,27,71.29,
667,告诉我们,Gàosù wǒmen,gào sù wǒ men,needs syllable separation: 2 words for 4 chars,Tell us.,725,22.3,100.0,10.0,31,71.28,
668,不要死,Bùyào sǐ,bú yào sǐ,needs syllable separation: 2 words for 3 chars,Don't die!,217,17.8,99.9,16.7,1,71.28,
669,那为什么,Nà wèishénme,nà wèi shén me,needs syllable separation: 2 words for 4 chars,Then why?,696,22.3,100.0,10.0,35,71.28,
670,不要叫,Bù yào jiào,bù yào jiào,needs formatting,Don't shout.,730,17.8,99.9,16.7,1,71.28,
671,出去吧,Chū qù ba,chū qù ba,needs formatting,Go out.,1622,17.8,99.9,16.7,25,71.27,
672,别担心,Bié dānxīn,bié dān xīn,needs syllable separation: 2 words for 3 chars,Don't worry.,984,17.8,99.9,16.7,2,71.27,
673,请不要,Qǐng bùyào,qǐng bú yào,needs syllable separation: 2 words for 3 chars,Please don't.,804,17.8,99.9,16.7,1,71.27,
674,请离开,Qǐng líkāi,qǐng lí kāi,needs syllable separation: 2 words for 3 chars,Please leave.,908,17.8,99.9,16.7,29,71.27,
675,还有什么？,Hái yǒu shénme?,hái yǒu shén me,needs syllable separation: 3 words for 4 chars,Anything else?,1121,22.3,99.9,10.0,37,71.27,
676,我们开始,Wǒmen kāishǐ,wǒ men kāi shǐ,needs syllable separation: 2 words for 4 chars,Let's begin.,951,22.3,99.9,10.0,31,71.27,
677,为什么呢？,Wèishénme ne?,wèi shén me ne,needs syllable separation: 2 words for 4 chars,Why?,181,22.3,99.9,10.0,45,71.27,
678,什么问题？,Shénme wèntí?,shén me wèn tí,needs syllable separation: 2 words for 4 chars,What's the problem?,179,22.3,99.9,10.0,81,71.27,
679,我们就是,Wǒmen jiùshì,wǒ men jiù shì,needs syllable separation: 2 words for 4 chars,We are.,656,22.3,99.9,10.0,31,71.27,
680,还有一个,Hái yǒu yīgè,hái yǒu yí gè,needs syllable separation: 3 words for 4 chars,There's another one.,1575,22.3,99.9,10.0,37,71.27,
681,请过来,Qǐng guòlái,qǐng guò lái,needs syllable separation: 2 words for 3 chars,Please come over.,905,17.8,99.8,16.7,29,71.27,
682,看到什么？,Kàn dào shénme?,kàn dào shén me,needs syllable separation: 3 words for 4 chars,What do you see?,1043,22.3,99.9,10.0,78,71.26,
683,还有这个,Hái yǒu zhège,hái yǒu zhè ge,needs syllable separation: 3 words for 4 chars,And this.,1343,22.3,99.9,10.0,37,71.26,
684,喝点什么？,Hē diǎn shénme?,hē diǎn shén me,needs syllable separation: 3 words for 4 chars,What would you like to drink?,1681,22.3,99.9,10.0,88,71.26,
685,快出去,Kuài chūqù,kuài chū qù,needs syllable separation: 2 words for 3 chars,Get out!,278,17.8,99.8,16.7,25,71.26,
686,没有问题,Méiyǒu wèntí,méi yǒu wèn tí,needs syllable separation: 2 words for 4 chars,No problem.,690,22.3,99.9,10.0,81,71.26,
687,快点起来,Kuài diǎn qǐlái,kuài diǎn qǐ lái,needs syllable separation: 3 words for 4 chars,Get up quickly.,1643,22.3,99.9,10.0,63,71.26,
688,那个时候,Nàge shíhòu,nà ge shí hòu,needs syllable separation: 2 words for 4 chars,At that time.,995,22.3,99.9,10.0,35,71.26,
689,现在开始,Xiàn zài kāi shǐ,xiàn zài kāi shǐ,needs formatting,Start now.,2836,22.3,99.9,10.0,76,71.26,
690,回家去,Huí jiā qù,huí jiā qù,needs formatting,Go home.,1453,17.8,99.8,16.7,25,71.26,
691,还有这里,Hái yǒu zhèli,hái yǒu zhè lǐ,needs syllable separation: 3 words for 4 chars,And here.,1562,22.3,99.9,10.0,37,71.26,
692,他怎么样？,Tā zěnmeyàng?,tā zěn me yàng,needs syllable separation: 2 words for 4 chars,How is he?,731,22.3,99.9,10.0,48,71.26,
693,我们只是,Wǒmen zhǐshì,wǒ men zhǐ shì,needs syllable separation: 2 words for 4 chars,We are just.,890,22.3,99.9,10.0,31,71.26,
694,就是这个,Jiù shì zhè ge,jiù shì zhè ge,needs formatting,It's this one.,2186,22.3,99.9,10.0,35,71.26,
695,就是现在,Jiùshì xiànzài,jiù shì xiàn zài,needs syllable separation: 2 words for 4 chars,It's now!,683,22.3,99.9,10.0,35,71.26,
696,会怎么样？,Huì zěnmeyàng?,huì zěn me yàng,needs syllable separation: 2 words for 4 chars,What will happen?,746,22.3,99.9,10.0,32,71.26,
697,我要离开,Wǒ yào líkāi,wǒ yào lí kāi,needs syllable separation: 3 words for 4 chars,I'm leaving.,1753,22.3,99.9,10.0,31,71.26,
698,那怎么样？,Nà zěnmeyàng?,nà zěn me yàng,needs syllable separation: 2 words for 4 chars,How about that?,733,22.3,99.9,10.0,35,71.26,
699,就是这里,Jiùshì zhèli,jiù shì zhè lǐ,needs syllable separation: 2 words for 4 chars,This is the place.,778,22.3,99.9,10.0,35,71.25,
700,别说话,Bié shuō huà,bié shuō huà,needs formatting,Don't speak.,714,17.8,99.8,16.7,2,71.25,
701,回去吧,Huí qù ba,huí qù ba,needs formatting,Go back.,1283,17.8,99.8,16.7,25,71.25,
702,有火吗？,Yǒu huǒ ma?,yǒu huǒ ma,needs formatting,Do you have a light?,1942,17.8,99.8,16.7,22,71.25,
703,怎么样呢？,Zěnmeyàng ne?,zěn me yàng ne,needs syllable separation: 2 words for 4 chars,How about that?,734,22.3,99.9,10.0,45,71.25,
704,还有时间,Hái yǒu shíjiān,hái yǒu shí jiān,needs syllable separation: 3 words for 4 chars,There's still time.,1838,22.3,99.9,10.0,37,71.25,
705,别骗我,Bié piàn wǒ,bié piàn wǒ,needs formatting,Don't lie to me.,927,17.8,99.8,16.7,2,71.24,
706,为什么问？,Wèishénme wèn?,wèi shén me wèn,needs syllable separation: 2 words for 4 chars,Why ask?,227,22.3,99.9,10.0,81,71.24,
707,快下去,Kuài xià qù,kuài xià qù,needs formatting,Get down!,594,17.8,99.8,16.7,25,71.24,
708,小心啊,Xiǎoxīn a,xiǎo xīn a,needs syllable separation: 2 words for 3 chars,Watch out!,265,17.8,99.8,16.7,27,71.24,
709,快点过来,Kuài diǎn guò lái,kuài diǎn guò lái,needs formatting,Come here quickly.,2258,22.3,99.9,10.0,63,71.24,
710,不要呀！,Bú yào ya!,bú yào ya,needs formatting,No!,675,17.8,99.8,16.7,1,71.24,
711,还有一点,Hái yǒu yīdiǎn,hái yǒu yì diǎn,needs syllable separation: 3 words for 4 chars,There's a little more.,1640,22.3,99.9,10.0,37,71.23,
712,还有多远？,Hái yǒu duō yuǎn?,hái yǒu duō yuǎn,needs formatting,How much further?,2734,22.3,99.9,10.0,37,71.23,
713,别进去,Bié jìn qù,bié jìn qù,needs formatting,Don't go in.,807,17.8,99.8,16.7,2,71.23,
