rank,sentence,original_order,frequency,complexity,grammar,structural,similarity,similar_to,final_score
2736,Elle a pris sa voiture pour aller au bureau.,2166,99.9,38.2,0.0,22.9,3.6,,71.18
2737,Veuillez me montrer un autre appareil photo.,9179,99.3,38.4,0.0,23.1,2.2,,71.18
2738,"Vous n'êtes pas dans votre élément, ici.",14096,99.8,35.3,3.0,22.4,4.4,,71.18
2739,Vous êtes deux fois plus fortes que moi.,6208,99.7,35.8,2.0,22.3,4.4,,71.18
2740,Il a eu des bonnes notes en mathématiques.,10292,99.4,36.9,0.0,22.2,4.0,,71.18
2741,Elle parle japonais dans une certaine mesure.,5924,99.6,39.0,0.0,23.4,2.2,,71.18
2742,Nous avons été pris dans une tempête de neige.,4919,99.5,39.3,0.0,23.6,1.8,,71.18
2743,Je ne vais pas te dire comment le faire.,1141,100.0,36.2,0.0,21.7,6.0,,71.18
2744,Je suis vraiment content que tu sois là.,3603,99.7,35.8,2.0,22.3,4.4,,71.18
2745,Elle est sortie acheter de la nourriture.,7391,99.7,36.6,0.0,22.0,5.0,,71.18
2746,"Il s'est blessé pendant la partie, hier.",5709,99.8,35.3,3.0,22.4,4.4,,71.18
2747,"Entre deux mots, il faut choisir le moindre.",6953,99.7,37.5,3.0,23.7,2.0,,71.18
2748,Je ne l'ai pas vu depuis quelques jours.,2392,100.0,36.2,0.0,21.7,6.0,,71.18
2749,Je pris conscience de ce qui avait lieu.,2753,99.8,35.8,3.0,22.7,4.0,,71.18
2750,"Regarde, il y a un chat dans la cuisine.",5011,99.8,35.7,3.0,22.6,4.0,,71.18
2751,J'ai rencontré sa sœur la semaine dernière.,3698,99.7,37.5,0.0,22.5,4.0,,71.18
2752,Tu as demandé à Tom de jouer de la guitare.,3967,99.5,37.1,0.0,22.2,4.0,,71.18
2753,Il est arrivé le jour où elle est partie.,1999,99.9,35.4,0.0,21.3,6.7,,71.18
2754,Quelque chose de terrible va arriver bientôt.,11025,99.6,39.0,0.0,23.4,2.2,,71.18
2755,Cela fait juste un an que je suis marié.,8202,99.7,36.2,2.0,22.5,4.0,,71.18
2756,Je vois qu'elles vous ont mis au travail.,3782,99.9,36.7,2.0,22.8,4.0,,71.18
2757,Tom est sorti avec sa petite amie samedi soir.,10223,99.5,39.3,0.0,23.6,1.8,,71.18
2758,C'est ainsi qu'on arrive à des résultats.,8780,99.9,36.7,2.0,22.8,4.0,,71.18
2759,Où se trouve l'arrêt de bus le plus proche ?,7316,99.8,38.3,0.0,23.0,3.3,,71.18
2760,Notre bureau est du côté nord de l'immeuble.,14366,99.7,38.2,0.0,22.9,3.3,,71.18
2761,Mon frère se lève toujours plus tôt que moi.,5237,99.7,38.2,2.0,23.7,1.8,,71.18
2762,Je n'ai jamais vu quelque chose comme ça.,1308,99.9,36.7,0.0,22.0,5.5,,71.18
2763,On entend les avions longtemps avant de les voir.,12370,99.7,39.6,0.0,23.7,2.0,,71.18
2764,"John n'est pas mon frère, mais mon cousin.",14532,99.6,35.4,3.0,22.5,4.0,,71.18
2765,Prendre une photo de l'extérieur est permis.,9065,99.8,38.1,0.0,22.8,3.6,,71.18
2766,Je ne veux plus entendre d'autres excuses.,6750,99.6,36.9,0.0,22.2,4.4,,71.18
2767,Elles ne comprennent pas du tout l'anglais.,13880,99.7,37.5,0.0,22.5,4.0,,71.18
2768,Attendez que votre père rentre à la maison.,12312,99.5,37.5,2.0,23.3,2.2,,71.18
2769,Je n'avais rien à voir avec ce problème.,1732,99.9,36.2,0.0,21.7,6.0,,71.18
2770,Notre succès a été en partie dû à la chance.,4337,99.9,38.8,0.0,23.3,3.1,,71.17
2771,Parle un peu plus lentement s'il te plaît.,5727,99.5,37.2,0.0,22.3,4.0,,71.17
2772,J'ai de ses nouvelles une fois par mois.,2584,99.9,36.2,0.0,21.7,6.0,,71.17
2773,Tom est entré dans la pièce sans frapper.,12114,99.1,36.4,0.0,21.8,4.0,,71.17
2774,Nous l'avons pris par erreur pour un Américain.,11672,99.8,39.8,0.0,23.9,2.0,,71.17
2775,Je veux simplement dire que je vous crois.,1354,99.9,35.7,2.0,22.2,5.0,,71.17
2776,Personne ne pouvait acheter quoi que ce soit.,2185,99.8,38.6,2.0,24.0,1.8,,71.17
2777,Je vais vous raconter l'histoire de ma vie.,6531,99.8,37.7,0.0,22.6,4.0,,71.17
2778,Nous voulons protéger ce monde que nous avons.,8010,99.6,37.9,2.0,23.6,2.0,,71.17
2779,Il m'a laissé travailler dans ce bureau.,4012,99.8,35.8,0.0,21.5,6.0,,71.17
2780,Elle a l'air de comprendre ce que je dis.,1885,99.9,37.4,2.0,23.2,3.3,,71.17
2781,Elle n'avait jamais vu New York auparavant.,9446,99.7,37.5,0.0,22.5,4.0,,71.17
2782,Je suis trop vieux pour aller en Allemagne.,8812,99.9,37.5,0.0,22.5,4.4,,71.17
2783,Tu passes trop de temps à regarder la télé.,9937,99.6,37.7,0.0,22.6,3.6,,71.17
2784,Tom devrait demander à Mary comment le faire.,3749,99.4,38.6,0.0,23.2,2.2,,71.17
2785,Tom ne devrait pas faire confiance à Mary.,4448,99.4,36.9,0.0,22.2,4.0,,71.17
2786,Je n'avais personne vers qui me tourner.,6649,99.8,35.8,3.0,22.7,4.0,,71.17
2787,Le patron a une bonne opinion de votre travail.,7341,99.8,39.8,0.0,23.9,1.8,,71.17
2788,Ce fut meilleur marché que je le pensais.,3133,99.8,36.4,2.0,22.6,4.0,,71.17
2789,Je suis déjà allé trois fois en Australie.,8295,99.6,36.9,0.0,22.2,4.4,,71.17
2790,Nous ne sommes pas en mesure de le faire.,1395,99.9,36.7,0.0,22.0,5.5,,71.17
2791,Je partage une maison avec deux de mes amis.,9447,99.8,38.2,0.0,22.9,3.6,,71.17
2792,Je pense que tu me dois une explication.,4739,99.7,35.8,2.0,22.3,4.4,,71.17
2793,Elle a refusé ma demande pour devenir amis.,5992,99.7,37.5,0.0,22.5,4.0,,71.17
2794,"Si j'avais fait de mon mieux, j'aurais réussi.",6348,99.9,38.0,3.0,24.0,1.8,,71.17
2795,Il n'allait plus jamais revoir son pays.,12833,99.8,35.8,0.0,21.5,6.0,,71.17
2796,Je pensais avoir laissé tomber quelque chose.,3794,99.6,39.0,0.0,23.4,2.2,,71.17
2797,L'homme n'était pas meilleur qu'un cheval.,8992,99.8,37.2,2.0,23.1,3.3,,71.17
2798,Je veux ta réponse pour la fin de la journée.,2832,99.9,38.0,0.0,22.8,4.0,,71.17
2799,J'aimerais déterminer la valeur de ce tableau.,15286,99.5,39.2,0.0,23.5,2.0,,71.17
2800,Tu peux me joindre à l'adresse écrite ici.,15560,99.4,37.2,0.0,22.3,3.6,,71.17
2801,Il m'est d'avis que tu devrais le faire.,10262,99.8,36.9,2.0,22.9,3.6,,71.17
2802,"Savoir est une chose, faire en est une autre.",1284,100.0,35.7,3.0,22.6,4.4,,71.17
2803,Les jeunes gens ont tendance à aller trop loin.,6478,99.8,39.8,0.0,23.9,2.0,,71.17
2804,Tom garde chaque lettre que lui envoie sa mère.,12267,99.6,39.8,2.0,24.7,0.0,,71.17
2805,Je me suis préparé quelque chose à manger.,5964,99.6,36.9,0.0,22.2,4.4,,71.17
2806,Personne ne semble en connaître la réponse.,5172,99.8,37.8,0.0,22.7,4.0,,71.17
2807,Les hommes doivent se tenir loin de la cuisine.,7822,99.7,39.8,0.0,23.9,1.8,,71.17
2808,Quel est la langue la plus difficile au monde ?,1605,99.9,38.0,0.0,22.8,4.0,,71.17
2809,Quel est le sujet de son dernier roman ?,4733,99.8,35.3,0.0,21.2,6.7,,71.17
2810,Je veux savoir si vous serez libre demain.,5967,99.6,36.9,0.0,22.2,4.4,,71.17
2811,Les vacances ont finalement touché à leur fin.,12632,99.6,39.2,0.0,23.5,2.2,,71.17
2812,Je ne vous ai pas demandé de faire cela.,1241,99.9,36.2,0.0,21.7,6.0,,71.17
2813,Elle a laissé son fils seul dans la voiture.,2680,99.8,38.2,0.0,22.9,3.6,,71.17
2814,Vous devez changer de train au prochain arrêt.,10852,99.5,39.2,0.0,23.5,2.0,,71.17
2815,J'ai su répondre à toutes les questions.,8641,99.8,35.8,0.0,21.5,6.0,,71.17
2816,Ma sœur a trois fois plus de livres que moi.,1734,99.8,38.8,2.0,24.1,1.7,,71.16
2817,Tu dois faire tes devoirs avant de dîner.,5849,99.3,36.4,0.0,21.8,4.4,,71.16
2818,Désolé mais je suis incapable de le faire.,4153,99.6,36.9,0.0,22.2,4.4,,71.16
2819,J'ignore pourquoi ça prend autant de temps.,9629,99.6,37.5,0.0,22.5,4.0,,71.16
2820,Mon fils part pour la France la semaine prochaine.,4890,99.9,40.1,0.0,24.0,1.8,,71.16
2821,Vous regardez tout le temps la télévision.,9588,99.7,37.2,0.0,22.3,4.4,,71.16
2822,Je veux ce qui est mieux pour nous deux.,1044,100.0,36.2,3.0,22.9,4.0,,71.16
2823,Voilà pourquoi il était en retard à l'école.,11748,99.8,38.2,0.0,22.9,3.6,,71.16
2824,Nous sommes en retard sur l'emploi du temps.,10552,99.8,38.2,0.0,22.9,3.6,,71.16
2825,Vous avez une bonne raison d'être en colère.,3357,99.8,38.2,0.0,22.9,3.6,,71.16
2826,Elles ne seront pas en mesure de le dire.,4675,99.9,36.7,0.0,22.0,5.5,,71.16
2827,Ces chaussures sont trop grandes pour moi.,5503,99.7,37.2,0.0,22.3,4.4,,71.16
2828,Quel dommage qu'elle ne puisse pas venir !,5434,99.7,36.4,2.0,22.6,4.0,,71.16
2829,De nombreux jeunes en Espagne sont sans emploi.,14587,99.8,39.7,0.0,23.8,2.0,,71.16
2830,Nous avons tous besoin de travailler ensemble.,4268,99.9,39.7,0.0,23.8,2.2,,71.16
2831,Nous avons oublié de fermer la porte à clé.,6701,99.6,37.7,0.0,22.6,3.6,,71.16
2832,J'étais déçu d'avoir peu de choses à faire.,11072,99.7,38.3,0.0,23.0,3.3,,71.16
2833,Je pense vraiment qu'il nous faut parler.,1213,99.9,36.4,2.0,22.6,4.4,,71.16
2834,Vérité ou mensonge ? Ça dépend de la publicité.,12967,99.3,38.6,0.0,23.2,2.0,,71.16
2835,Il se peut qu'il vienne nous voir ce soir.,3835,99.8,36.6,2.0,22.8,4.0,,71.16
2836,Tu dois te tenir à l'écart de cette bande.,14607,99.6,37.8,0.0,22.7,3.6,,71.16
2837,Tous les garçons sont partis voir le match.,9681,99.6,37.5,0.0,22.5,4.0,,71.16
2838,Où est le poste de police le plus proche ?,3808,99.9,35.4,0.0,21.3,6.7,,71.16
2839,J'aurais dû suivre les conseils du médecin.,12228,99.6,37.5,0.0,22.5,4.0,,71.16
2840,Je serai heureux de travailler avec vous.,3326,99.7,36.6,0.0,22.0,5.0,,71.16
2841,Je veux savoir pourquoi ceci s'est produit.,4921,99.8,37.5,0.0,22.5,4.4,,71.16
2842,Il fait parfois extrêmement chaud en été.,7919,99.7,36.6,0.0,22.0,5.0,,71.16
2843,Le nombre de voitures est en augmentation.,11345,99.7,37.2,0.0,22.3,4.4,,71.16
2844,Marie a demandé une augmentation à son patron.,11682,99.6,39.2,0.0,23.5,2.2,,71.16
2845,Il l'a fait au vu et au su du personnel.,9177,99.8,36.6,0.0,21.9,5.5,,71.16
2846,C'est encore trop tôt pour parler de ça.,1721,99.9,36.2,0.0,21.7,6.0,,71.16
2847,Qui prend la responsabilité de la perte ?,8399,99.7,34.7,3.0,22.0,5.0,,71.16
2848,J'essaie de ne jamais manger après huit heures.,12676,99.7,39.8,0.0,23.9,1.8,,71.16
2849,Ma mère ne peut pas lire sans ses lunettes.,4907,99.7,37.7,0.0,22.6,4.0,,71.16
2850,Il vient pour me rencontrer de temps en temps.,2175,99.9,38.0,0.0,22.8,4.0,,71.16
2851,Elle s'est assise à côté de moi à l'église.,11266,99.7,37.9,0.0,22.8,3.6,,71.16
2852,Il n'est pas capable de faire le travail.,1676,99.9,36.7,0.0,22.0,5.5,,71.16
2853,Nous avons besoin de ce rapport pour demain.,3852,99.9,38.1,0.0,22.8,4.0,,71.16
2854,Les prix sont de nos jours extrêmement élevés.,13525,99.5,39.2,0.0,23.5,2.0,,71.16
2855,"Là où il y a une volonté, il y a un chemin.",5196,99.9,36.1,3.0,22.8,4.0,,71.15
2856,La phrase avec le numéro suivant est vraie.,13734,99.6,37.5,0.0,22.5,4.0,,71.15
2857,Ne laissez pas vos affaires derrière vous.,7386,99.7,37.2,0.0,22.3,4.4,,71.15
2858,J'ai pris parti pour eux dans la discussion.,10887,99.8,38.2,0.0,22.9,3.6,,71.15
2859,Je pense qu'il te faut maintenant partir.,1993,99.9,36.4,2.0,22.6,4.4,,71.15
2860,Tu aurais dû me parler du problème plus tôt.,4680,99.8,38.2,0.0,22.9,3.6,,71.15
2861,"Comme il est gentil, il est aimé de chacun.",7069,99.7,34.7,3.0,22.0,5.0,,71.15
2862,Il a des choses plus importantes sur le feu.,6065,99.8,38.2,0.0,22.9,3.6,,71.15
2863,Il connait ce sujet sur le bout des doigts.,11210,99.6,37.7,0.0,22.6,3.6,,71.15
2864,Je n'aime pas la couleur de cette maison.,3242,99.9,36.7,0.0,22.0,5.5,,71.15
2865,Je ne peux pas te permettre de faire ça.,2405,99.9,36.2,0.0,21.7,6.0,,71.15
2866,Nous avons créé la vie à notre propre image.,13538,99.8,38.2,0.0,22.9,3.6,,71.15
2867,Elle a dû visiter l'Angleterre l'été dernier.,14011,99.6,37.5,0.0,22.5,4.0,,71.15
2868,"Pour moi, le temps n'est pas de l'argent.",1185,100.0,36.9,3.0,23.3,3.3,,71.15
2869,Cette musique m'a tiré les larmes des yeux.,12489,99.6,37.7,0.0,22.6,3.6,,71.15
2870,Elle est très en colère contre ses enfants.,2936,99.8,37.5,0.0,22.5,4.4,,71.15
2871,Elle n'est plus en prise avec la réalité.,11063,99.9,36.7,0.0,22.0,5.5,,71.15
2872,Il a réussi malgré toutes les difficultés.,11032,99.7,37.2,0.0,22.3,4.4,,71.15
2873,Ma langue ne se trouve pas dans la liste !,3104,99.9,36.7,0.0,22.0,5.5,,71.15
2874,Il est stupide de la rencontrer à nouveau.,5324,99.6,36.9,0.0,22.2,4.4,,71.15
2875,C'était assez facile pour trouver sa maison.,3871,99.9,38.1,0.0,22.8,4.0,,71.15
2876,Je suis désolé de vous avoir fait attendre.,2925,99.8,37.5,0.0,22.5,4.4,,71.15
2877,Le parking en face de la banque était complet.,15888,99.5,39.3,0.0,23.6,1.8,,71.15
2878,La tempête a eu un effet grave sur l'économie.,15702,99.6,39.8,0.0,23.8,1.7,,71.15
2879,Fumer fait beaucoup de mal mais aucun bien.,3590,99.6,37.5,0.0,22.5,4.0,,71.15
2880,Ils ont pris de la nourriture et des vêtements.,3022,99.7,39.8,0.0,23.9,1.8,,71.15
2881,Il me faut terminer ce que j'ai commencé.,3829,99.7,36.7,2.0,22.8,3.6,,71.15
2882,Tous les hommes ne peuvent pas être heureux.,2781,99.9,38.1,0.0,22.8,4.0,,71.15
2883,"Elles ne peuvent te faire de mal, maintenant.",2928,99.9,38.1,3.0,24.0,2.0,,71.15
2884,Tom a acheté une maison qui a six pièces.,5667,99.6,35.4,3.0,22.5,4.0,,71.15
2885,Nous avons eu une forte pluie la nuit dernière.,6184,99.7,39.8,0.0,23.9,1.8,,71.15
2886,Elle fait tourner l'entreprise avec ses filles.,10975,99.8,39.7,0.0,23.8,2.0,,71.15
2887,Tu ferais mieux d'aller lui parler en personne.,2331,99.7,39.8,0.0,23.9,1.8,,71.15
2888,Je pense que ça vaut le coup de demander.,2704,99.9,36.7,2.0,22.8,4.0,,71.15
2889,C'est le garçon le plus mignon en ville.,7591,99.6,34.9,0.0,21.0,6.7,,71.15
2890,Elle est capable de répondre à ta question.,4539,99.8,37.5,0.0,22.5,4.4,,71.15
2891,Je vais en France pour étudier la peinture.,7446,99.6,37.5,0.0,22.5,4.0,,71.15
2892,Elle lui fit courir les doigts dans les cheveux.,8088,99.4,39.0,0.0,23.4,2.0,,71.15
2893,"Lorsque je suis avec vous, je suis heureux.",1449,99.9,34.4,3.0,21.9,5.7,,71.15
2894,Elle n'était pas vraiment d'accord avec moi.,2423,100.0,38.2,0.0,22.9,4.0,,71.15
2895,Elle n'a pas obtenu de réponse de sa part.,5070,99.8,36.6,0.0,21.9,5.5,,71.15
2896,Il a pris la suite des affaires de son père.,5472,99.9,38.8,0.0,23.3,3.3,,71.15
2897,J'aurais aimé que vous soyez venu avec nous.,6476,99.6,38.2,2.0,23.7,1.8,,71.15
2898,Il y a une église à l'arrière de chez moi.,11165,99.9,38.7,0.0,23.2,3.3,,71.15
2899,Je crois qu'il sera content de vous voir.,4144,99.9,36.7,2.0,22.8,4.0,,71.15
2900,Vous n'êtes pas le seul à avoir été blessé.,3951,99.8,38.3,0.0,23.0,3.6,,71.15
2901,Tom ne comprend pas du tout le français.,5885,99.7,35.8,0.0,21.5,6.0,,71.15
2902,Tu peux le faire si tu y mets ton esprit.,6246,99.8,36.1,0.0,21.7,6.0,,71.15
2903,J'essaie de poser mes questions en français.,14934,99.7,38.1,0.0,22.8,3.6,,71.15
2904,Ce n'est pas l'affaire de tout le monde.,3376,100.0,36.9,0.0,22.1,5.5,,71.14
2905,J'avais déjà entendu une fois cette musique.,4095,99.9,38.1,0.0,22.8,4.0,,71.14
2906,Il savait lire en moi comme à livre ouvert.,5069,99.7,37.7,0.0,22.6,4.0,,71.14
2907,Je viens de rencontrer ton père à l'instant.,9495,99.8,38.2,0.0,22.9,3.6,,71.14
2908,Elle a fait comme si elle ne savait rien.,2231,99.8,35.4,0.0,21.3,6.7,,71.14
2909,"À ma surprise, il avait une voix magnifique.",12080,99.7,37.5,3.0,23.7,2.2,,71.14
2910,N'oubliez pas de venir me voir demain matin.,14864,99.6,38.2,0.0,22.9,3.3,,71.14
2911,Ça fait dix ans qu'il est venu au Japon.,2814,99.8,36.9,2.0,22.9,3.6,,71.14
2912,J'aimerais te rendre visite un de ces jours.,5400,99.8,38.2,0.0,22.9,3.6,,71.14
2913,Il n'est pas autorisé à quitter le pays.,7458,99.6,36.2,0.0,21.7,5.5,,71.14
2914,Elle s'est assise près de lui dans le bus.,6748,99.6,37.8,0.0,22.7,3.6,,71.14
2915,Tu ne te souviens plus comment je m'appelle ?,13749,99.8,38.2,0.0,22.9,3.6,,71.14
2916,Il fait tourner l'entreprise avec ses fils.,10443,99.8,37.5,0.0,22.5,4.4,,71.14
2917,C'est sage de ta part de me demander conseil.,8222,99.7,38.0,0.0,22.8,3.6,,71.14
2918,Elle semble avoir été belle durant sa jeunesse.,9700,99.7,39.7,0.0,23.8,2.0,,71.14
2919,Son nom est connu à travers le monde entier.,9551,99.8,38.2,0.0,22.9,3.6,,71.14
2920,J'ai décidé d'arrêter d'écrire en anglais.,9827,99.8,36.0,0.0,21.6,6.0,,71.14
2921,"Je veux juste être ton ami, rien de plus.",1517,99.9,36.2,3.0,22.9,4.0,,71.14
2922,Elle est la plus jeune de mes trois enfants.,1585,99.9,38.2,0.0,22.9,4.0,,71.14
2923,Vous devez prendre les choses comme elles sont.,2706,99.7,39.7,0.0,23.8,2.0,,71.14
2924,Je veux acheter un nouvel appareil photo.,6771,99.6,36.6,0.0,22.0,5.0,,71.14
2925,Cette fleur est plus belle que cette rose.,14127,99.6,35.7,2.0,22.2,4.4,,71.14
2926,Nous avons acheté quelques balles de tennis.,14771,99.2,38.4,0.0,23.1,2.2,,71.14
2927,L'anglais est étudié partout dans le monde.,9157,99.6,37.5,0.0,22.5,4.0,,71.14
2928,Je viens d'en obtenir le titre de propriété.,15103,99.8,38.2,0.0,22.9,3.6,,71.14
2929,Je t'entends mais je ne peux pas te voir.,12641,99.8,36.1,0.0,21.7,6.0,,71.14
2930,Nous avons joué à beaucoup de sortes de jeux.,10589,99.6,37.5,0.0,22.5,4.0,,71.14
2931,Les filles de ma copine sont membres de facebook.,15950,99.7,39.6,0.0,23.7,2.0,,71.14
2932,Il y a suffisamment de pain pour vous tous.,4166,99.7,37.7,0.0,22.6,4.0,,71.14
2933,J'aimerais être aussi intelligent que vous.,7825,99.6,37.8,2.0,23.5,2.2,,71.14
2934,Ils étaient en train de regarder la télévision.,3301,99.7,39.7,0.0,23.8,2.0,,71.14
2935,Nous avons eu de beaux jours l'automne dernier.,14027,99.7,39.8,0.0,23.9,1.8,,71.14
2936,Tu dois tirer avantage de cette occasion.,15014,99.6,36.6,0.0,22.0,5.0,,71.14
2937,Retourner chez moi ? Je préfère rester ici !,5476,99.6,36.6,0.0,22.0,5.0,,71.14
2938,"Il y a longtemps, il y avait un jeune homme.",1958,99.9,35.8,3.0,22.7,4.4,,71.14
2939,"Désolé, mais je dois travailler ce soir.",4497,99.7,35.4,3.0,22.4,4.4,,71.14
2940,Les grands esprits pensent de la même manière.,15336,99.5,39.2,0.0,23.5,2.0,,71.14
2941,Le soldat a sauvé son ami au prix de sa vie.,10221,99.5,39.6,0.0,23.8,1.5,,71.14
2942,C'est passé comme une lettre à la Poste.,2932,99.9,36.2,0.0,21.7,6.0,,71.14
2943,Le pétrole ne se mélange pas avec l'eau.,14508,99.6,36.2,0.0,21.7,5.5,,71.14
2944,Je ne parle pas de toi derrière ton dos.,5842,99.9,36.2,0.0,21.7,6.0,,71.14
2945,Ici on ne peut pas avoir l'eau gratuitement.,10991,99.8,38.2,0.0,22.9,3.6,,71.14
2946,Cet accident est dû à la mauvaise conduite.,8151,99.6,37.5,0.0,22.5,4.0,,71.14
2947,Cette image me rappelle quand j'étais étudiant.,11418,99.7,39.7,0.0,23.8,1.8,,71.14
2948,Je ne comprends rien à ce que vous dites.,2061,99.8,36.7,2.0,22.8,4.0,,71.14
2949,Il a dû partager une chambre avec son frère.,5801,99.8,38.2,0.0,22.9,3.6,,71.14
2950,J'ai de nombreuses choses à te raconter.,5203,99.7,35.8,0.0,21.5,6.0,,71.14
2951,Que veut faire ton fils quand il sera grand ?,2059,99.9,38.2,0.0,22.9,4.0,,71.14
2952,On voit la même chose sur le terrain de jeu.,10372,99.9,38.8,0.0,23.3,3.3,,71.14
2953,Il a compris la manière d'ouvrir la boîte.,10564,99.7,36.0,0.0,21.6,6.0,,71.14
2954,Je ne le fais que pour votre bien à vous.,1039,100.0,37.4,2.0,23.2,3.6,,71.14
2955,Nous ne pouvons vivre sans eau un jour de plus.,7910,99.8,40.2,0.0,24.1,1.7,,71.13
2956,Cela importe peu qu'il vienne tard ou non.,7555,99.8,37.2,2.0,23.1,3.3,,71.13
2957,Je veux tout simplement faire mon travail.,1285,99.9,37.2,0.0,22.3,5.0,,71.13
2958,Quelque chose de mauvais pourrait lui arriver.,4175,99.8,39.7,0.0,23.8,2.2,,71.13
2959,Aucun autre homme ne pourrait faire mon travail.,2906,99.9,40.3,0.0,24.2,1.8,,71.13
2960,Il y a si longtemps qu'il a quitté l'école.,4274,99.8,36.7,2.0,22.8,4.0,,71.13
2961,Maman ! Arrêtez ! Vous me mettez mal à l'aise !,15765,99.3,37.2,0.0,22.3,3.6,,71.13
2962,Il est fatigué après ses cours d'allemand.,15262,99.5,36.9,0.0,22.2,4.4,,71.13
2963,Ce bébé ne fait rien d'autre que pleurer.,6881,99.7,36.7,2.0,22.8,3.6,,71.13
2964,Tom voulait que Marie reste plus longtemps.,5583,99.6,37.8,2.0,23.5,2.2,,71.13
2965,J'ai vu un homme entrer dans la chambre.,4483,99.8,36.2,0.0,21.7,6.0,,71.13
2966,"T'as vraiment pas l'ombre d'une idée, si ?",15779,99.8,36.9,3.0,23.3,3.1,,71.13
2967,Perdre sa santé est pire que perdre son argent.,8029,99.8,38.5,2.0,23.9,2.0,,71.13
2968,L'homme est incapable d'échapper à la mort.,15963,99.5,37.7,0.0,22.6,3.6,,71.13
2969,Cette technologie est une chose incroyable !,12631,99.6,38.9,0.0,23.4,2.5,,71.13
2970,Je me suis trouvé au bon endroit au bon moment.,2555,99.9,37.7,0.0,22.6,4.4,,71.13
2971,Il va voyager à l'étranger l'année prochaine.,8298,99.6,37.5,0.0,22.5,4.0,,71.13
2972,Le soleil est plus brillant que la lune.,11938,99.4,35.8,2.0,22.3,4.0,,71.13
2973,Je ne peux pas penser à la vie sans toi.,1619,99.9,36.9,0.0,22.1,5.5,,71.13
2974,"On devrait sortir ensemble, un de ces quatre.",5684,99.9,38.1,3.0,24.0,2.0,,71.13
2975,Je lui ai fait écrire la lettre pour moi.,2426,99.8,36.7,0.0,22.0,5.5,,71.13
2976,Être et avoir sont deux choses bien différentes.,5560,99.9,40.3,0.0,24.2,1.8,,71.13
2977,Par dessus tout je veux être en bonne santé.,3006,99.9,38.2,0.0,22.9,4.0,,71.13
2978,Il sera parti d'ici au moment où tu reviens.,11879,99.8,38.8,0.0,23.3,3.1,,71.13
2979,Je veux savoir où elles ont caché l'argent.,9181,99.7,37.7,0.0,22.6,4.0,,71.13
2980,Cette chanson est très populaire au Japon.,7361,99.6,37.2,0.0,22.3,4.4,,71.13
2981,L'homme que tu as vu hier est mon oncle.,3681,99.7,36.9,2.0,22.9,3.6,,71.13
2982,Le chat disparu n'a pas encore été retrouvé.,15589,99.6,38.2,0.0,22.9,3.3,,71.13
2983,Cette question est trop difficile pour moi.,2467,99.9,37.8,0.0,22.7,4.4,,71.13
2984,Une vie sans amour n'a absolument aucun sens.,10634,99.8,38.8,0.0,23.2,3.3,,71.13
2985,J'aimerais obtenir une copie de ce rapport.,13373,99.6,37.5,0.0,22.5,4.0,,71.13
2986,J'aimerais me rendre maintenant à la maison.,4211,99.8,38.1,0.0,22.8,4.0,,71.13
2987,J'essaie de rentrer en contact avec sa sœur.,13997,99.6,38.2,0.0,22.9,3.3,,71.12
2988,Et si elle ne veut pas discuter avec moi ?,1715,99.8,36.7,0.0,22.0,5.5,,71.12
2989,Ne manque pas cette incroyable occasion.,14887,99.7,36.9,0.0,22.1,5.0,,71.12
2990,Tom est mal à l'aise au milieu d'étrangers.,14570,99.5,38.3,0.0,23.0,3.1,,71.12
2991,J'ai eu du mal à trouver sa maison hier.,1943,99.9,36.9,0.0,22.1,5.5,,71.12
2992,J'ai dû rester au lit pendant deux jours.,4137,99.8,36.7,0.0,22.0,5.5,,71.12
2993,Le simple fait de voir un chien lui fait peur.,3241,99.9,38.5,0.0,23.1,3.6,,71.12
2994,Je sais ce qu'ils sont en train de faire.,1158,99.9,37.4,2.0,23.2,3.6,,71.12
2995,Un bébé ne distingue pas le bien du mal.,12673,99.6,36.2,0.0,21.7,5.5,,71.12
2996,Il y a un jardin à l'arrière de ma maison.,7738,99.8,38.7,0.0,23.2,3.3,,71.12
2997,Elle a un grand respect pour son professeur.,7840,99.8,38.1,0.0,22.8,4.0,,71.12
2998,Attendez ! Je veux vous dire quelque chose.,9746,99.6,36.6,0.0,22.0,5.0,,71.12
2999,Nous en avons assez de la corruption politique.,15635,99.7,39.7,0.0,23.8,2.0,,71.12
3000,Ça a été la plus belle soirée de ma vie.,3667,99.9,36.9,0.0,22.1,5.5,,71.12
3001,Je ne me suis jamais rendu dans cette ville.,1949,99.9,38.2,0.0,22.9,4.0,,71.12
3002,Il m'a montré beaucoup de belles photos.,10565,99.7,35.8,0.0,21.5,6.0,,71.12
3003,Il a réussi en affaires au prix de sa santé.,5798,99.9,38.8,0.0,23.3,3.3,,71.12
3004,Elle sait toujours tout mieux que le chef.,3956,99.9,36.9,2.0,23.0,4.0,,71.12
3005,Voyager à l'étranger est très intéressant.,9776,99.4,37.2,0.0,22.3,4.0,,71.12
3006,Ça n'est pas facile de résoudre le problème.,3075,99.7,38.2,0.0,22.9,3.6,,71.12
3007,Chaque étudiant connait la chanson de l'école.,12791,99.4,39.2,0.0,23.5,2.0,,71.12
3008,Ma maison est seulement à un mille d'ici.,4244,99.8,36.7,0.0,22.0,5.5,,71.12
